ID,Name,Description,Tree_Is_Rooted,Tree_Type,Tree_Branch_Length_Unit,Media_ID,Source,Regions,Node_Metadata,Source_Comment
17022,17022,"Zuni: Golla, Goddard, Campbell, Mithun, Mixco 2007",Yes,summary,,17022,Campbell-et-al-2007[9],North America,,"Campbell, Lyle , Ives  Goddard, Victor  Golla, J. Lachlan Mackenzie, Marianne  Mithun & Mauricio J. Mixco. 2007. Atlas of the World's Languages, 2 edn., 9. London, New York: Routledge."
17035,17035,"Wintuan: Golla, Goddard, Campbell, Mithun, Mixco 2007",Yes,summary,,17035,Campbell-et-al-2007[8],North America,,"Campbell, Lyle , Ives  Goddard, Victor  Golla, J. Lachlan Mackenzie, Marianne  Mithun & Mauricio J. Mixco. 2007. Atlas of the World's Languages, 2 edn., 8. London, New York: Routledge."
17037,17037,"Yana: Golla, Goddard, Campbell, Mithun, Mixco 2007",Yes,summary,,17037,Campbell-et-al-2007[8],North America,Comment;Status,"Campbell, Lyle , Ives  Goddard, Victor  Golla, J. Lachlan Mackenzie, Marianne  Mithun & Mauricio J. Mixco. 2007. Atlas of the World's Languages, 2 edn., 8. London, New York: Routledge."
17038,17038,"Yuchi: Golla, Goddard, Campbell, Mithun, Mixco 2007",Yes,summary,,17038,Campbell-et-al-2007[9],North America,Alternative_Names,"Campbell, Lyle , Ives  Goddard, Victor  Golla, J. Lachlan Mackenzie, Marianne  Mithun & Mauricio J. Mixco. 2007. Atlas of the World's Languages, 2 edn., 9. London, New York: Routledge."
17039,17039,"Yokuts: Golla, Goddard, Campbell, Mithun, Mixco 2007",Yes,summary,,17039,Campbell-et-al-2007[8],North America,Comment;Status,"Campbell, Lyle , Ives  Goddard, Victor  Golla, J. Lachlan Mackenzie, Marianne  Mithun & Mauricio J. Mixco. 2007. Atlas of the World's Languages, 2 edn., 8. London, New York: Routledge."
17040,17040,"Yukian: Golla, Goddard, Campbell, Mithun, Mixco 2007",Yes,summary,,17040,Campbell-et-al-2007[9],North America,Comment;Status,"Campbell, Lyle , Ives  Goddard, Victor  Golla, J. Lachlan Mackenzie, Marianne  Mithun & Mauricio J. Mixco. 2007. Atlas of the World's Languages, 2 edn., 9. London, New York: Routledge."
17056,17056,Altaische: Ramstedt 1957,Yes,summary,,17056,,Asia;Europe,Alternative_Names;Comment;End_Date;Start_Date;Status,"Ramstedt, G. J. 1957. Einführung in die altaische Sprachwissenschaft."
17157,17157,Timotean: Composite,Yes,summary,,17157,Kaufman-2007[63];Campbell-2012,South America,Alternative_Names;Comment;Geography;Start_Date;Status,"Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 63. London, New York: Routledge. , Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter."
17158,17158,Chonan: Composite,Yes,summary,,17158,Campbell-2012;Kaufman-2007[70-71],South America,Alternative_Names;Comment;Geography;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 70-71. London, New York: Routledge."
17159,17159,Barbacoan: Composite,Yes,summary,,17159,Campbell-2012;Kaufman-2007[63-64],South America,Alternative_Names;Comment;Geography;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 63-64. London, New York: Routledge."
17160,17160,Mosetenan: Composite,Yes,summary,,17160,Campbell-2012;Kaufman-2007[70-71],South America,Alternative_Names;Comment;Geography,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 70-71. London, New York: Routledge."
17161,17161,Chocoan: Composite,Yes,summary,,17161,Campbell-2012;Kaufman-2007[63],South America,Alternative_Names;Comment;Geography;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 63. London, New York: Routledge."
17163,17163,Huarpean: Composite,Yes,summary,,17163,Campbell-2012;Kaufman-2007[71],South America,Alternative_Names;Comment;Geography;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 71. London, New York: Routledge."
17178,17178,"North American Unclassified Languages: Golla, Goddard, Campbell, Mithun, Mixco 2007",Yes,summary,,17178,Campbell-et-al-2007[32-43],North America,Alternative_Names;Comment,"Campbell, Lyle , Ives  Goddard, Victor  Golla, J. Lachlan Mackenzie, Marianne  Mithun & Mauricio J. Mixco. 2007. Atlas of the World's Languages, 2 edn., 32-43. London, New York: Routledge."
17217,17217,Macro-Tupí-Karibe: Kaufman 2007,Yes,summary,,17217,Kaufman-2007[74-75],South America,Alternative_Names;Comment;Geography;Status,"Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 74-75. London, New York: Routledge."
17218,17218,Pano-Tacanan: Composite,Yes,summary,,17218,Campbell-2012;Kaufman-2007[70-71],,Alternative_Names;Comment;Geography;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 70-71. London, New York: Routledge."
17219,17219,Cholonan: Composite,Yes,summary,,17219,Campbell-2012;Kaufman-2007[68],South America,Alternative_Names;Comment;Geography;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 68. London, New York: Routledge."
17221,17221,Jivaroan: Composite,Yes,summary,,17221,Campbell-2012;Kaufman-2007[69],South America,Alternative_Names;Comment;Geography;Start_Date,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 69. London, New York: Routledge."
17222,17222,Cahuapanan: Composite,Yes,summary,,17222,Campbell-2012;Kaufman-2007[69],South America,Alternative_Names;Comment;Geography,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 69. London, New York: Routledge."
17236,17236,Kechumaran: Kaufman 2007,Yes,summary,,17236,Kaufman-2007[70],South America,Alternative_Names;Comment;Geography;Start_Date;Status,"Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 70. London, New York: Routledge."
17237,17237,Quechuan: Composite,Yes,summary,,17237,Campbell-2012;Kaufman-2007[70],South America,Alternative_Names;Comment;Geography,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 70. London, New York: Routledge."
17238,17238,Jaqi: Composite,Yes,summary,,17238,Campbell-2012;Hardman-1986[16];Hardman-1975;Hardman-1978-Linguistica;Hardman-1978-IJAL,South America,Alternative_Names;Comment;Geography;Start_Date;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Hardman, Martha J. 1986. De Donde Vino el Jaqaru, 16. Gainesville, FL: Andean Press Qillq Imprenta. , Hardman, M J. 1975. Proto-Jaqi: reconstrucción del sistema de personas gramaticales, Revista del Museo Nacional, vol. 41, 433-56. , Hardman, M J. 1978. La familia lingüística andina jaqi: jaqaru, kauki, aymara, Vicus Cuardenos: Lingüística, vol. 2, 5-28. , Hardman, M J. 1978. Jaqi: the linguistic family, IJAL, vol. 44, 146-53."
17239,17239,Guajiboan: Composite,Yes,summary,,17239,Campbell-2012;Kaufman-2007[65-67],South America,Alternative_Names;Comment;Geography;Start_Date;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 65-67. London, New York: Routledge."
17255,17255,Cañar-Puruhá: Composite,Yes,summary,,17255,Campbell-2012,South America,Alternative_Names;Comment;Geography;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter."
17256,17256,Otomacoan: Composite,Yes,summary,,17256,Campbell-2012;Kaufman-2007[65],South America,Alternative_Names;Geography;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 65. London, New York: Routledge."
17258,17258,Salishan:  Thomason 2006,Yes,summary,,17258,,North America,Alternative_Names;Comment;Geography,"Thomason, Sarah G. 2006. Encyclopedia of Language and Linguistics, vol. 10, 732-734. Oxford: Elsevier."
17259,17259,Harákmbut-Katukinan: Composite,Yes,summary,,17259,Campbell-2012,South America,Alternative_Names;Comment;Geography;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter."
17277,17277,Kaweskar: Kaufman 2007,Yes,summary,,17277,Kaufman-2007[71],South America,Comment;Geography;Status,"Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 71. London, New York: Routledge."
17279,17279,Huitotoan: Composite,Yes,summary,,17279,Campbell-2012;Kaufman-2007[69],South America,Alternative_Names;Comment;Geography;Start_Date;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 69. London, New York: Routledge."
17297,17297,Salish:  Czaykowska-Higgins and Kinkade 1998,Yes,summary,,17297,,North America,Alternative_Names;Comment;Status,"Czaykowska-Higgins, Ewa  & M. Dale Kinkade (eds.). 1998. Salish Languages and Linguistics: Theoretical and Descriptive Perspectives. Berlin: Mouton de Gruyter."
17316,17316,Salishan: Composite,Yes,summary,,17316,,North America,Alternative_Names;Comment;Geography;Status,"Thomason, Sarah G. 2006. Encyclopedia of Language and Linguistics, vol. 10, 732-734. Oxford: Elsevier. , Czaykowska-Higgins, Ewa  & M. Dale Kinkade (eds.). 1998. Salish Languages and Linguistics: Theoretical and Descriptive Perspectives. Berlin: Mouton de Gruyter. , Campbell, Lyle , Ives  Goddard, Victor  Golla, J. Lachlan Mackenzie, Marianne  Mithun & Mauricio J. Mixco. 2007. Atlas of the World's Languages, 2 edn., 8. London, New York: Routledge."
17395,17395,Afro-Asiatic: Composite,Yes,summary,,17395,Ethnologue15,Africa,Alternative_Names;Comment;End_Date;Geography;Other_Codes;Start_Date;Status,"Gordon, Raymond G. (ed.). 2005. Ethnologue: Languages of the World, 15 edn. http://www.ethnologue.com/15/web.asp.  (09 July, 2008.)"
17442,17442,Carib: Composite,Yes,summary,,17442,Campbell-2012;Kaufman-2007[75-76],South America,Alternative_Names;Comment;Geography;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 75-76. London, New York: Routledge."
17455,17455,Purian: Composite,Yes,summary,,17455,Campbell-2012,South America,Alternative_Names;Comment;Geography;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter."
17456,17456,Jabutían: Composite,Yes,summary,,17456,Campbell-2012;Kaufman-2007[73-74],South America,Alternative_Names;Comment;Geography;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 73-74. London, New York: Routledge."
17457,17457,Kamakanan: Composite,Yes,summary,,17457,Campbell-2012;Kaufman-2007[72-73],South America,Alternative_Names;Comment;Geography;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 72-73. London, New York: Routledge."
17458,17458,Karirian: Composite,Yes,summary,,17458,Campbell-2012,South America,Alternative_Names;Comment;Geography,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter."
17462,17462,Chapacuran: Composite,Yes,summary,,17462,Campbell-2012;Kaufman-2007[65],South America,Alternative_Names;Comment;Geography;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 65. London, New York: Routledge."
17463,17463,Bororoan: Composite,Yes,summary,,17463,Campbell-2012;Kaufman-2007[72-73],South America,Alternative_Names;Comment;Geography;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 72-73. London, New York: Routledge."
17464,17464,Jirajaran: Composite,Yes,summary,,17464,Campbell-2012;Kaufman-2007[63],South America,Alternative_Names;Comment;Geography;Start_Date;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 63. London, New York: Routledge."
17466,17466,Krenakan: Composite,Yes,summary,,17466,Kaufman-2007[72-73];Campbell-2012,South America,Alternative_Names;Comment;Geography;Status,"Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 72-73. London, New York: Routledge. , Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter."
17467,17467,Tiniguan: Composite,Yes,summary,,17467,Campbell-2012;Kaufman-2007[65],South America,Alternative_Names;Comment;Geography;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 65. London, New York: Routledge."
17469,17469,Jêan: Composite,Yes,summary,,17469,Campbell-2012;Kaufman-2007[72-73],South America,Alternative_Names;Comment;Geography;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 72-73. London, New York: Routledge."
17474,17474,Lule-Vilelan: Composite,Yes,summary,,17474,Campbell-2012;Kaufman-2007[72],South America,Alternative_Names;Comment;Geography;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 72. London, New York: Routledge."
17476,17476,Chibchan: Composite,Yes,summary,,17476,Campbell-2012;Kaufman-2007[64-65],South America,Alternative_Names;Comment;End_Date;Geography;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 64-65. London, New York: Routledge."
17478,17478,Guaicuruan: Composite,Yes,summary,,17478,Campbell-2012;Kaufman-2007[72],South America,Alternative_Names;Comment;Geography;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 72. London, New York: Routledge."
17479,17479,Matacoan: Composite,Yes,summary,,17479,Campbell-2012;Kaufman-2007[72],South America,Alternative_Names;Comment;Geography;Start_Date,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 72. London, New York: Routledge."
17480,17480,Chipaya-Uru: Composite,Yes,summary,,17480,Campbell-2012;Kaufman-2007[70];Fabre-2005,South America,Alternative_Names;Comment;Geography,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 70. London, New York: Routledge. , Fabre, Alain. 2005. Diccionario Etnolingüístico y Guía Bibliográfica de los Pueblos Indígenas Sudamericanos. http://butler.cc.tut.fi/~fabre/BookInternetVersio/Alkusivu.html.  (12 February, 2012.)"
17481,17481,Charrúan: Composite,Yes,summary,,17481,Campbell-2012;Kaufman-2007[72],South America,Alternative_Names;Comment;Geography;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 72. London, New York: Routledge."
17482,17482,Sechura-Catacaoan: Composite,Yes,summary,,17482,Campbell-2012;Kaufman-2007[69-70],South America,Alternative_Names;Comment;Geography;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 69-70. London, New York: Routledge."
17483,17483,Mascoyan: Composite,Yes,summary,,17483,Campbell-2012;Kaufman-2007[72],South America,Alternative_Names;Comment;Geography,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 72. London, New York: Routledge."
17484,17484,Muran: Composite,Yes,summary,,17484,Campbell-2012;Kaufman-2007[71],South America,Alternative_Names;Comment;Geography;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 71. London, New York: Routledge."
17485,17485,Yaguan: Composite,Yes,summary,,17485,Campbell-2012;Kaufman-2007[69],South America,Alternative_Names;Comment;Geography;Start_Date;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 69. London, New York: Routledge."
17487,17487,Zaparoan: Composite,Yes,summary,,17487,Campbell-2012;Kaufman-2007[69],South America,Alternative_Names;Comment;Geography;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 69. London, New York: Routledge."
17488,17488,Zamucoan: Composite,Yes,summary,,17488,Campbell-2012;Kaufman-2007[72],South America,Alternative_Names;Comment;Geography,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 72. London, New York: Routledge."
17496,17496,Nambikuaran: Kaufman 2007,Yes,summary,,17496,Kaufman-2007[74],South America,Alternative_Names;Comment;Geography;Status,"Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 74. London, New York: Routledge."
17507,17507,Nambiquaran: Composite,Yes,summary,,17507,Campbell-2012;Kaufman-2007[74],South America,Alternative_Names;Comment;Geography,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 74. London, New York: Routledge."
17509,17509,Arawan: Composite,Yes,summary,,17509,Campbell-2012;Kaufman-2007[65-67],South America,Alternative_Names;Comment;End_Date;Geography;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 65-67. London, New York: Routledge."
17518,17518,Carib: Ethnologue 2005,Yes,summary,,17518,Ethnologue15,South America,Alternative_Names;Comment;Geography;Status,"Gordon, Raymond G. (ed.). 2005. Ethnologue: Languages of the World, 15 edn. http://www.ethnologue.com/15/web.asp.  (09 July, 2008.)"
17519,17519,Paezan: Composite,Yes,summary,,17519,Campbell-2012;Kaufman-2007[63-64],South America,Alternative_Names;Comment;Geography,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 63-64. London, New York: Routledge."
17521,17521,Tukanoan: Kaufman 2007,Yes,summary,,17521,Kaufman-2007[68],South America,Alternative_Names;Comment;Geography;Start_Date;Status,"Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 68. London, New York: Routledge."
17522,17522,Tukanoan: Composite,Yes,summary,,17522,Campbell-2012;Kaufman-2007[68],South America,Alternative_Names;Comment;Geography;Status,"Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter. , Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 68. London, New York: Routledge."
17523,17523,Arawakan: Composite,Yes,summary,,17523,Kaufman-2007[65-67];Campbell-2012,South America,Alternative_Names;Comment;Geography;Status,"Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 65-67. London, New York: Routledge. , Campbell, Lyle. The classification of South American languages. In Lyle  Campbell & Verónica  Grondona (eds.), South America. Berlin: Mouton de Gruyter."
17538,17538,"Uto-Aztecan: Golla, Goddard, Campbell, Mithun, Mixco 2007",Yes,summary,,17538,Campbell-et-al-2007[9],Central America;North America,Alternative_Names;Comment;Geography;Status,"Campbell, Lyle , Ives  Goddard, Victor  Golla, J. Lachlan Mackenzie, Marianne  Mithun & Mauricio J. Mixco. 2007. Atlas of the World's Languages, 2 edn., 9. London, New York: Routledge."
17560,17560,Arafundi: Composite,Yes,summary,,17560,,Pacific,Alternative_Names;Comment;Geography,Multiple sources Integrated by The LINGUIST List.
17615,17615,"Sino-Tibetan: Thurgood, LaPolla 2003",Yes,summary,,17615,,Asia,Alternative_Names;Comment;Geography;Status,"LaPolla, Randy J. & Graham Ward Thurgood (eds.). 2003. The Sino-Tibetan Languages. London: Routledge. ISBN 0-7007-1129-5, Thurgood, Graham Ward. 2003. A Subgrouping of the Sino-Tibetan Languages: The Interaction Between Language Contact, Change, and Inheritance. In Randy J. LaPolla & Graham Ward Thurgood (eds.), The Sino-Tibetan Languages, 3-21. London: Routledge. ISBN 0-7007-1129-5"
17642,17642,Sino-Tibetan: Benedict 1972,Yes,summary,,17642,,Asia,Alternative_Names;Comment;End_Date;Geography;Start_Date;Status,"Benedict, Paul K. 1972. Sino-Tibetan: A Conspectus. Cambridge: Cambridge University Press. ISBN 0-521-08175-0"
17655,17655,Mayan: Composite,Yes,summary,,17655,Kaufman-2007[52],Central America,Alternative_Names;Comment;Geography;Start_Date;Status,"Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 52. London, New York: Routledge."
17656,17656,Mixe-Zoque: Composite,Yes,summary,,17656,Ethnologue15;Kaufman-2007[51],Central America,Alternative_Names;Comment;Geography;Status,"Gordon, Raymond G. (ed.). 2005. Ethnologue: Languages of the World, 15 edn. http://www.ethnologue.com/15/web.asp.  (09 July, 2008.), Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 51. London, New York: Routledge."
17657,17657,Xincan: Composite,Yes,summary,,17657,Kaufman-2007[54];Ethnologue15,Central America,Alternative_Names;Comment;Geography;Status,"Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 54. London, New York: Routledge. , Gordon, Raymond G. (ed.). 2005. Ethnologue: Languages of the World, 15 edn. http://www.ethnologue.com/15/web.asp.  (09 July, 2008.)"
17660,17660,Lencan: Composite,Yes,summary,,17660,Kaufman-2007[54];Ethnologue15,Central America,Alternative_Names;Comment;Geography;Status,"Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 54. London, New York: Routledge. , Gordon, Raymond G. (ed.). 2005. Ethnologue: Languages of the World, 15 edn. http://www.ethnologue.com/15/web.asp.  (09 July, 2008.)"
17661,17661,Totonacan: Composite,Yes,summary,,17661,Kaufman-2007[51];Ethnologue15,Central America,Alternative_Names;Comment;Geography,"Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 51. London, New York: Routledge. , Gordon, Raymond G. (ed.). 2005. Ethnologue: Languages of the World, 15 edn. http://www.ethnologue.com/15/web.asp.  (09 July, 2008.)"
17662,17662,Hokan: Composite,Yes,summary,,17662,Kaufman-2007[52],Central America,Alternative_Names;Comment;Geography;Start_Date;Status,"Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 52. London, New York: Routledge."
17698,17698,Macro-Arawakan: Campbell 1997,Yes,summary,,17698,Campbell-1997[178],South America,Alternative_Names;Comment;Geography;Status,"Campbell, Lyle. 1997. American Indian Languages: The Historical Linguistics of Native America, 178. Oxford: Oxford University Press. ISBN 0195094271"
17699,17699,Dravidian: Ethnologue 2005,Yes,summary,,17699,Ethnologue15,Asia,Alternative_Names,"Gordon, Raymond G. (ed.). 2005. Ethnologue: Languages of the World, 15 edn. http://www.ethnologue.com/15/web.asp.  (09 July, 2008.)"
17701,17701,Cant: Ethnologue 2005,Yes,summary,,17701,Ethnologue15,Australia,Alternative_Names;Geography,"Gordon, Raymond G. (ed.). 2005. Ethnologue: Languages of the World, 15 edn. http://www.ethnologue.com/15/web.asp.  (09 July, 2008.)"
17702,17702,Artifical Languages: Ethnologue 2005,Yes,summary,,17702,Ethnologue15,,Alternative_Names;Geography;Start_Date,"Gordon, Raymond G. (ed.). 2005. Ethnologue: Languages of the World, 15 edn. http://www.ethnologue.com/15/web.asp.  (09 July, 2008.)"
17715,17715,Central American Isolates: Composite,Yes,summary,,17715,Kaufman-2007[51];Asher-Moseley-2007-ma[56],Central America,Alternative_Names;Comment;Geography,"Kaufman, Terrence. 2007. Atlas of the World's Languages, 2 edn., 51. London, New York: Routledge. , Asher, R. E. & Christopher  Moseley (eds.). 2007. Meso-America: Time of Contact, Atlas of the World's Languages, 2 edn., 56. London, New York: Routledge."
17716,17716,Gentium Boreo-Orientalium Vulgo Tatarorum Harmonia Linguarum: von Strahlenberg 1730,Yes,summary,,17716,Strahlenberg-1730,Asia;Europe,Alternative_Names;Comment,"von Strahlenberg, Phillip Johann. 1730. Gentium Boreo-Orientali um Vulgo Tatarorum Harmonia Linguarum, Das Nord- und Ostliche Theil von Europa und Asia."
17792,17792,Altaic: Composite,Yes,summary,,17792,,Asia;Europe,Alternative_Names;Comment;End_Date;Geography;Start_Date;Status,Multiple sources Integrated by The LINGUIST List.
17793,17793,"Turkic: Csató, Johanson 1998",Yes,summary,,17793,,Asia;Europe,Alternative_Names;Comment,"Csató, Éva Á & Lars  Johanson (eds.). 1998. The History of Turkic. In Éva Á Csató & Lars  Johanson (eds.), The Turkic Languages, 81-125. New York: Routledge. ISBN 0-415-08200-5"
17795,17795,Austronesian: Composite,Yes,summary,,17795,,,Alternative_Names;Comment;End_Date;Geography;Start_Date;Status,Multiple sources Integrated by The LINGUIST List.
