ID,Name,Description,Tree_Is_Rooted,Tree_Type,Tree_Branch_Length_Unit,Media_ID,Source,Regions,Node_Metadata,Source_Comment
12212,12212,Australische Sprachen: Müller 1876,Yes,summary,,12212,Mueller-1876[85],Australia,,"Müller, Friedrich. 1876. Grundriss der Sprachwissenschaft, 85. Vienna: Alfred Hölder K. K. Universitäts-Buchhändler."
12231,12231,Korean-Japanese-Ainu: Patrie 1982,Yes,summary,,12231,,Asia;Europe,,"Patrie, James. 1982. The Genetic Relationship of the Ainu Language, 114-122. ISBN 0824807243"
12232,12232,Altaic: Poppe 1982,Yes,summary,,12232,,Asia;Europe,Alternative_Names,"Poppe, Nicholas. 1960. Vergleichende Grammatik der Altaischen Sprachen, 1-8."
12255,12255,Altaic: Ruhlen 1991,Yes,summary,,12255,Ruhlen-1991[328-329],Asia;Europe,Alternative_Names;Status,"Ruhlen, Merritt. 1991. A Guide to the World's Languages, vol. 1: Classification, 328-329. Stanford: Stanford University Press. ISBN 0-8047-1894-6"
12260,12260,Nubas: Muller 1874,Yes,summary,,12260,Mueller-1876[74-44],Africa,Comment,"Müller, Friedrich. 1876. Grundriss der Sprachwissenschaft, 74-77. Vienna: Alfred Hölder K. K. Universitäts-Buchhändler."
12283,12283,Nilotisch: Koehler 1955,Yes,summary,,12283,,Africa,Alternative_Names;Comment,"Köhler, Oswin. 1955. Geschichte der Erforschung der nilotischen Sprachen, Afrika und Übersee, 85."
12294,12294,Ural-Altaic: Boller 1857,Yes,summary,,12294,,Asia;Europe,,"Boller, Anton. 1857. Nachweis dass das Japanische zum Ural-Altäischen Stamme gehört."
12295,12295,Chukchi-Kamchatkan: Radloff 1861,Yes,summary,,12295,,Asia,,"Radloff, Leopold. 1861. Über die Sprache der Tschuktschen und ihr Verhältniss zum Korjakischen."
12311,12311,Yuchi: Dryer 2005,Yes,summary,,12311,wals[625],North America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 625. New York: Oxford University Press. ISBN 0199255911"
12314,12314,Tonkawa: Dryer 2005,Yes,summary,,12314,wals[626],North America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 626. New York: Oxford University Press. ISBN 0199255911"
12315,12315,Karankawa: Dryer 2005,Yes,summary,,12315,wals[626],North America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 626. New York: Oxford University Press. ISBN 0199255911"
12323,12323,Zuni: Dryer 2005,Yes,summary,,12323,wals[627],North America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 627. New York: Oxford University Press. ISBN 0199255911"
12334,12334,Geelvink Bay: Ethnologue 2005,Yes,summary,,12334,Ethnologue15,Pacific,Alternative_Names;Comment;Geography;Status,"Gordon, Raymond G. (ed.). 2005. Ethnologue: Languages of the World, 15 edn. http://www.ethnologue.com/15/web.asp.  (09 July, 2008.)"
12335,12335,Oregon-Coast: Dryer 2005,Yes,summary,,12335,wals[630],North America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 630. New York: Oxford University Press. ISBN 0199255911"
12337,12337,Kiowa Tanoan: Ethnologue 2005,Yes,summary,,12337,Ethnologue15,North America,Alternative_Names;Geography;Status,"Gordon, Raymond G. (ed.). 2005. Ethnologue: Languages of the World, 15 edn. http://www.ethnologue.com/15/web.asp.  (09 July, 2008.)"
12338,12338,Kiowa-Tanoan: Dryer 2005,Yes,summary,,12338,wals[627],North America,Alternative_Names;Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 627. New York: Oxford University Press. ISBN 0199255911"
12339,12339,Kiowa-Tanoan: Goddard 1996,Yes,summary,,12339,Goddard-1996[7],North America,Alternative_Names,"Goddard, Ives  (ed.). 1996. Handbook of North American Indians, vol. 17, 7. Washington: Smithsonian Institution. ISBN 0874741971"
12340,12340,Kiowa-Tanoan: Mithun 1999,Yes,summary,,12340,Mithun-1999[441],North America,Alternative_Names;Status,"Mithun, Marianne. 1999. The Languages of Native North America, 441. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
12341,12341,Kutenai: Dryer 2005,Yes,summary,,12341,wals[629],North America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 629. New York: Oxford University Press. ISBN 0199255911"
12342,12342,Sino-Tibetan: Ruhlen 1991,Yes,summary,,12342,Ruhlen-1991[141-148],Asia,Alternative_Names;Status,"Ruhlen, Merritt. 1991. A Guide to the World's Languages, vol. 1: Classification, 141-148. Stanford: Stanford University Press. ISBN 0-8047-1894-6"
12351,12351,Penutian: Dryer 2005,Yes,summary,,12351,wals[629-630],North America,Alternative_Names;Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 629-630. New York: Oxford University Press. ISBN 0199255911"
12352,12352,Penutian: Ethnologue 2005,Yes,summary,,12352,Ethnologue15,North America,Alternative_Names;Status,"Gordon, Raymond G. (ed.). 2005. Ethnologue: Languages of the World, 15 edn. http://www.ethnologue.com/15/web.asp.  (09 July, 2008.)"
12359,12359,Shastan: Mithun 1999,Yes,summary,,12359,Mithun-1999[498],North America,Alternative_Names;Geography;Status,"Mithun, Marianne. 1999. The Languages of Native North America, 498. Cambridge: Cambridge University Press. ISBN 0-521-23228-7"
12377,12377,Subtiaba-Tlapanec: Dryer 2005,Yes,summary,,12377,wals[633],Central America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 633. New York: Oxford University Press. ISBN 0199255911"
12381,12381,Indo-Pacific: Greenberg 1971,Yes,summary,,12381,Greenberg-1971,Asia;Pacific,Alternative_Names;Comment,"Greenberg, Joseph H. 1971. The Indo-Pacific Hypothesis, Linguistics in Oceania Current Trends in Linguistics (Current Trends in Linguistics), vol. 8. Paris: Mouton."
12395,12395,African Deaf Sign Language: Ethnologue 2005,Yes,summary,,12395,Ethnologue15,Africa,Alternative_Names;Comment;Geography;Start_Date,"Gordon, Raymond G. (ed.). 2005. Ethnologue: Languages of the World, 15 edn. http://www.ethnologue.com/15/web.asp.  (09 July, 2008.)"
12401,12401,Pacific Deaf Sign Language: Ethnologue 2005,Yes,summary,,12401,Ethnologue15,Pacific,Alternative_Names;Comment;Geography;Start_Date;Status,"Gordon, Raymond G. (ed.). 2005. Ethnologue: Languages of the World, 15 edn. http://www.ethnologue.com/15/web.asp.  (09 July, 2008.)"
12404,12404,European Sign Language: Ethnologue 2005,Yes,summary,,12404,Ethnologue15,Europe,Comment;Geography,"Gordon, Raymond G. (ed.). 2005. Ethnologue: Languages of the World, 15 edn. http://www.ethnologue.com/15/web.asp.  (09 July, 2008.)"
12405,12405,North American Sign Language: Ethnologue 2005,Yes,summary,,12405,Ethnologue15,North America,Alternative_Names;Comment;Geography,"Gordon, Raymond G. (ed.). 2005. Ethnologue: Languages of the World, 15 edn. http://www.ethnologue.com/15/web.asp.  (09 July, 2008.)"
12411,12411,European Sign Language: Composite,Yes,summary,,12411,Ethnologue15,Europe,Geography,"Gordon, Raymond G. (ed.). 2005. Ethnologue: Languages of the World, 15 edn. http://www.ethnologue.com/15/web.asp.  (09 July, 2008.)"
12413,12413,North American Sign Language: Composite,Yes,summary,,12413,Ethnologue15,North America,Alternative_Names;Geography,"Gordon, Raymond G. (ed.). 2005. Ethnologue: Languages of the World, 15 edn. http://www.ethnologue.com/15/web.asp.  (09 July, 2008.)"
12416,12416,Tequistlatecan: Dryer 2005,Yes,summary,,12416,wals[633],Central America,Alternative_Names;Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 633. New York: Oxford University Press. ISBN 0199255911"
12419,12419,Tol: Dryer 2005,Yes,summary,,12419,wals[634],Central America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 634. New York: Oxford University Press. ISBN 0199255911"
12424,12424,Chimila: Dryer 2005,Yes,summary,,12424,wals[635],South America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 635. New York: Oxford University Press. ISBN 0199255911"
12425,12425,Paezan: Dryer 2005,Yes,summary,,12425,wals[635],South America,Alternative_Names;Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 635. New York: Oxford University Press. ISBN 0199255911"
12427,12427,Camsá: Dryer 2005,Yes,summary,,12427,wals[635],South America,Alternative_Names;Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 635. New York: Oxford University Press. ISBN 0199255911"
12428,12428,Sáliban: Dryer 2005,Yes,summary,,12428,wals[635],South America,Alternative_Names;Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 635. New York: Oxford University Press. ISBN 0199255911"
12429,12429,Puinave: Dryer 2005,Yes,summary,,12429,wals[635],South America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 635. New York: Oxford University Press. ISBN 0199255911"
12431,12431,Cacua-Nukak: Dryer 2005,Yes,summary,,12431,wals[636],South America,Alternative_Names;Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 636. New York: Oxford University Press. ISBN 0199255911"
12432,12432,Andoke: Dryer 2005,Yes,summary,,12432,wals[636],South America,Alternative_Names;Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 636. New York: Oxford University Press. ISBN 0199255911"
12433,12433,Jirajaran: Dryer 2005,Yes,summary,,12433,wals[636],South America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 636. New York: Oxford University Press. ISBN 0199255911"
12434,12434,Timote-Cicua: Dryer 2005,Yes,summary,,12434,wals[636],South America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 636. New York: Oxford University Press. ISBN 0199255911"
12435,12435,Betoi: Dryer 2005,Yes,summary,,12435,wals[636],South America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 636. New York: Oxford University Press. ISBN 0199255911"
12436,12436,Yaruro: Dryer 2005,Yes,summary,,12436,wals[636],South America,Alternative_Names;Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 636. New York: Oxford University Press. ISBN 0199255911"
12437,12437,Warao: Dryer 2005,Yes,summary,,12437,wals[636],South America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 636. New York: Oxford University Press. ISBN 0199255911"
12438,12438,Yanomam: Dryer 2005,Yes,summary,,12438,wals[636],South America,Alternative_Names;Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 636. New York: Oxford University Press. ISBN 0199255911"
12439,12439,Yanomaman: Campbell 1997,Yes,summary,,12439,Campbell-1997[205],South America,Alternative_Names;Geography,"Campbell, Lyle. 1997. American Indian Languages: The Historical Linguistics of Native America, 205. Oxford: Oxford University Press. ISBN 0195094271"
12440,12440,Cofán: Dryer 2005,Yes,summary,,12440,wals[636],South America,Alternative_Names;Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 636. New York: Oxford University Press. ISBN 0199255911"
12441,12441,Tacame: Dryer 2005,Yes,summary,,12441,wals[637],South America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 637. New York: Oxford University Press. ISBN 0199255911"
12442,12442,Waorani: Dryer 2005,Yes,summary,,12442,wals[637],South America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 637. New York: Oxford University Press. ISBN 0199255911"
12443,12443,Peba-Yaguan: Dryer 2005,Yes,summary,,12443,wals[637],South America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 637. New York: Oxford University Press. ISBN 0199255911"
12445,12445,Ticuna: Dryer 2005,Yes,summary,,12445,wals[637],South America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 637. New York: Oxford University Press. ISBN 0199255911"
12446,12446,Taushiro: Dryer 2005,Yes,summary,,12446,wals[637],South America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 637. New York: Oxford University Press. ISBN 0199255911"
12447,12447,Jivaroan: Dryer 2005,Yes,summary,,12447,wals[637],South America,Alternative_Names;Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 637. New York: Oxford University Press. ISBN 0199255911"
12448,12448,Candoshi: Dryer 2005,Yes,summary,,12448,wals[637],South America,Alternative_Names;Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 637. New York: Oxford University Press. ISBN 0199255911"
12449,12449,Urarina: Dryer 2005,Yes,summary,,12449,wals[637],South America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 637. New York: Oxford University Press. ISBN 0199255911"
12450,12450,Cahuapanan: Dryer 2005,Yes,summary,,12450,wals[637],South America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 637. New York: Oxford University Press. ISBN 0199255911"
12452,12452,Chimuan: Dryer 2005,Yes,summary,,12452,wals[637],South America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 637. New York: Oxford University Press. ISBN 0199255911"
12453,12453,Cholon: Dryer 2005,Yes,summary,,12453,wals[637],South America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 637. New York: Oxford University Press. ISBN 0199255911"
12454,12454,Aymaran: Dryer 2005,Yes,summary,,12454,wals[638],South America,Alternative_Names;Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 638. New York: Oxford University Press. ISBN 0199255911"
12455,12455,Harakmbet: Dryer 2005,Yes,summary,,12455,wals[638],South America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 638. New York: Oxford University Press. ISBN 0199255911"
12456,12456,Maku: Dryer 2005,Yes,summary,,12456,wals[638],South America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 638. New York: Oxford University Press. ISBN 0199255911"
12457,12457,Vaupés-Japurá: Dryer 2005,Yes,summary,,12457,wals[638],South America,Alternative_Names;Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 638. New York: Oxford University Press. ISBN 0199255911"
12458,12458,Macro-Ge: Dryer 2005,Yes,summary,,12458,wals[640],South America,Alternative_Names;Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 640. New York: Oxford University Press. ISBN 0199255911"
12459,12459,Trumai: Dryer 2005,Yes,summary,,12459,wals[640],South America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 640. New York: Oxford University Press. ISBN 0199255911"
12460,12460,Nambikuaran: Dryer 2005,Yes,summary,,12460,wals[640],South America,Alternative_Names;Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 640. New York: Oxford University Press. ISBN 0199255911"
12461,12461,Kwazá: Dryer 2005,Yes,summary,,12461,wals[640],South America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 640. New York: Oxford University Press. ISBN 0199255911"
12462,12462,Jabutí: Dryer 2005,Yes,summary,,12462,wals[640],South America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 640. New York: Oxford University Press. ISBN 0199255911"
12463,12463,Sino-Tibetan: Benedict 1942,Yes,summary,,12463,,Asia,Comment,"Benedict, Paul K. 1942. Thai, Kadai, and Indonesian:  A New Alignment in Southeastern Asia, American Anthropologist, 4 edn., vol. 44, 576-601. New Jersey: Wiley-Blackwell."
12464,12464,Chapacura: Dryer 2005,Yes,summary,,12464,wals[640],South America,Alternative_Names;Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 640. New York: Oxford University Press. ISBN 0199255911"
12465,12465,Mura: Dryer 2005,Yes,summary,,12465,wals[640],South America,Alternative_Names;Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 640. New York: Oxford University Press. ISBN 0199255911"
12466,12466,Katukinan: Dryer 2005,Yes,summary,,12466,wals[641],South America,Alternative_Names;Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 641. New York: Oxford University Press. ISBN 0199255911"
12467,12467,Itonama: Dryer 2005,Yes,summary,,12467,wals[641],South America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 641. New York: Oxford University Press. ISBN 0199255911"
12468,12468,Cayuvava: Dryer 2005,Yes,summary,,12468,wals[641],South America,Alternative_Names;Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 641. New York: Oxford University Press. ISBN 0199255911"
12469,12469,Movima: Dryer 2005,Yes,summary,,12469,wals[641],South America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 641. New York: Oxford University Press. ISBN 0199255911"
12470,12470,Mosetenan: Dryer 2005,Yes,summary,,12470,wals[641],South America,Alternative_Names;Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 641. New York: Oxford University Press. ISBN 0199255911"
12471,12471,Yuracare: Dryer 2005,Yes,summary,,12471,wals[641],South America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 641. New York: Oxford University Press. ISBN 0199255911"
12473,12473,Uru-Chipaya: Dryer 2005,Yes,summary,,12473,wals[641],South America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 641. New York: Oxford University Press. ISBN 0199255911"
12474,12474,Kunza: Dryer 2005,Yes,summary,,12474,wals[641],South America,Alternative_Names;Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 641. New York: Oxford University Press. ISBN 0199255911"
12475,12475,Chiquito: Dryer 2005,Yes,summary,,12475,wals[641],South America,Alternative_Names;Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 641. New York: Oxford University Press. ISBN 0199255911"
12476,12476,Zamucoan: Dryer 2005,Yes,summary,,12476,wals[641],South America,Alternative_Names;Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 641. New York: Oxford University Press. ISBN 0199255911"
12477,12477,Mascoian: Dryer 2005,Yes,summary,,12477,wals[641],South America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 641. New York: Oxford University Press. ISBN 0199255911"
12478,12478,Lule-Vilela: Dryer 2005,Yes,summary,,12478,wals[642],South America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 642. New York: Oxford University Press. ISBN 0199255911"
12479,12479,Huarpe: Dryer 2005,Yes,summary,,12479,wals[642],South America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 642. New York: Oxford University Press. ISBN 0199255911"
12480,12480,Araucanian: Dryer 2005,Yes,summary,,12480,wals[642],South America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 642. New York: Oxford University Press. ISBN 0199255911"
12481,12481,Alacalufan: Dryer 2005,Yes,summary,,12481,wals[642],South America,Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 642. New York: Oxford University Press. ISBN 0199255911"
12482,12482,Yámana: Dryer 2005,Yes,summary,,12482,wals[642],South America,Alternative_Names;Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 642. New York: Oxford University Press. ISBN 0199255911"
12495,12495,Lule-Vilela: Ethnologue 2005,Yes,summary,,12495,Ethnologue15,South America,Geography;Status,"Gordon, Raymond G. (ed.). 2005. Ethnologue: Languages of the World, 15 edn. http://www.ethnologue.com/15/web.asp.  (09 July, 2008.)"
12498,12498,Alacalufan: Ethnologue 2005,Yes,summary,,12498,Ethnologue15,South America,Alternative_Names;Status,"Gordon, Raymond G. (ed.). 2005. Ethnologue: Languages of the World, 15 edn. http://www.ethnologue.com/15/web.asp.  (09 July, 2008.)"
12500,12500,Araucanian: Ethnologue 2005,Yes,summary,,12500,Ethnologue15,South America,Alternative_Names,"Gordon, Raymond G. (ed.). 2005. Ethnologue: Languages of the World, 15 edn. http://www.ethnologue.com/15/web.asp.  (09 July, 2008.)"
12503,12503,Arawakan: Dryer 2005,Yes,summary,,12503,wals[638-639],South America,Alternative_Names;Comment;Geography;Other_Codes,"Dryer, Matthew S. 2005. Genealogical Language List. In Bernard  Comrie, Matthew S. Dryer, David  Gil & Martin  Haspelmath (eds.), The World Atlas of Language Structures, 638-639. New York: Oxford University Press. ISBN 0199255911"
