ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,MultiTree_Names
zch_zeh_zgn_zlj_zln_zlq_zqb_zqe_zyb_zyj,"zgn, zlj, zqe, zqb, zyj, zch, zeh, zlq, zyb, zln",,,,,,
fobl,Marind,,-8.15651,140.009,nucl1622,,Marind
mrnd,Marind,,-8.15651,140.009,nucl1622,,Marind | Marind Proper | Yaqay-Marind-Boazi family
kvg,Kuni-Boazi,,-6.97504,141.365,kuni1265,,Boazi | Kuni-Boazi
mrz,Marind,,-8.15651,140.009,nucl1622,,Marind | South-east Marind
jaq,Yaqay,,-6.66632,139.249,yaqa1246,,Jaqai | Sohur | Yaqay
zik,Zimakani,,-7.3701,141.452,zima1244,,Babwa | Dea | Zimakani
sbhd,sbhd,,,,,,South Bird's Head | South Vogelkop Stock
jbj,Dombano,,-2.08016,132.983,aran1237,,Arandai | Kampong Baru
szp,Suabo,,-2.07971,132.157,suab1238,,Bira | Inanwatan | Itigo | Solowat | Suabo
tobboe,tobboe,,,,,,BoÃ«ng
yeos,Yeniseian,,,,yeni1252,,Yenisei Ostyak | Yenisei languages | Yeniseian | Yeniseic | енисейские языки
ket,Ket,,63.7551,87.5466,kett1243,,Ket | кетский
yuu,Yugh,,60.8778,89.7479,yugh1239,,Yug | Yugh | югский
amef,amef,,,,,,Amis-Extra-Formosan
cytc,Amis,,23.0917,121.348,amis1246,,Amis
exfo,exfo,,,,,,Extra-Formosan | Proto-Extra Formosan
oupn,oupn,,,,,,Outer Philippines
bclm,bclm,,,,,,Bashiic-Central Luz-Mindoro | Bashiic-Central Luzon-Northern Mindoro
bash,bash,,,,,,Bashiic | Batanic
yami,Yami,,22.055,121.544,yami1254,,The Philippine Group-Batanic-Yami | Yami
ivat,Itbayat,,20.77,121.85,ivat1242,,Ivatan
nluz,nluz,,,,,,Cordilleran | Northern Luzon
ncor,ncor,,,,,,North Cordilleran Cluster | Northern Cordilleran
iloc,Iloko,,15.9361,120.993,ilok1237,,Ilocano | Ilokano
scco,scco,,,,,,Meso-Cordilleran | South-Central Cordilleran
scor,scor,,,,,,South Cordilleran | Southern Cordilleran
ccor,ccor,,,,,,Central Cordilleran
suba,suba,,,,,,Subanon | Subanun
manb,manb,,,,,,Manobo | Manobo branch
dana,Danau,,20.4957,96.998,dana1252,,Danao | Danaw | Maranao-Magindanao branch
smng,smng,,,,,,Hanunoic Subfamily | South Mangyan
palw,Brooke's Point Palawano,,8.83891,117.871,broo1239,,Palawan | Palawanic | Palawanic Subfamily | Palawano
ceph,ceph,,,,,,Central Philippine | Central Philippines
taga,Tagalog,,14.06,121.747,taga1270,,Tagala Gruppe | Tagalog
biko,Iriga Bicolano,,13.3896,123.331,irig1242,,Bikol
bisn,Cebuano,,8.38799,124.367,cebu1242,,Bisayan | Bisayan Cluster | Bisayan complex | Visayan branch
mans,mans,,,,,,Davaweño branch | Mansakan | Mansakic Cluster
mama,Mamanwa,,9.44744,125.548,mama1275,,Mamanwa
bilc,bilc,,,,,,Bilic | Bilic Subfamily
bago,Giangan,,6.99967,125.359,gian1241,,Bagobo
tiru,Tiruray,,6.77321,124.127,tiru1241,,Tiruray
kaln,Kalamian,,,,kala1389,,Kalamian
pane,pane,,,,,,Proto-Austronesian
dxeh,dxeh,,,,,,Eastern Austronesian
pmel,pmel,,,,,,Proto-Melanesian
fyas,fyas,,,,,,Western Austronesian
crj_crl,"crj, crl",,,,,,
crg,Michif,,49.1681,-99.9119,mich1243,,Michif | Mitchif
cari,Galibi Carib,,5.83772,-56.8323,gali1262,,Carib | Cariban | Caribe | Kariban
ake,Akawaio-Ingariko,,6.16277,-60.862,akaw1239,,Acawai | Accawai | Akawaio | Akawayo
apy,Apalaí,,1.49792,-54.7457,apal1257,,Apalai | Apalaí | Aparai
bkq,Bakairí,,-14.2628,-54.7034,baka1277,,Bacairí | Bakairi | Bakairí
car,Galibi Carib,,5.83772,-56.8323,gali1262,,Carib | Caribe | Cariña | Galibi | Galibí | Kaliana | Kari'nja | Kari'nya
mch,Ye'kwana,,4.70705,-64.3877,maqu1238,,Carib (De'kwana) | Maiongom | Makiritare | Maquiritare | Maquiritari | Ye'cuana | Yecuaná
cbd,Carijona,,1.21894,-72.0664,cari1279,,Carijona | Guaque | Hianacoto | Hianakoto | Jianácoto | Karihona | Umaua
cbd_hia,cbd-hia,,,,,,
hix,Hixkaryána,,-0.16265,-58.80153,hixk1239,,Hishcariana | Hishkariana | Hishkaryana | Hixkaryana | Hixkaryána | Parukoto | Wabui
jru,Japrería,,10.5523,-72.7101,japr1238,,Japreria | Japrería | Japréria | Yaprería
mbc,Macushi,,4.31861,-60.2209,macu1259,,Macushi | Macusi | Makushi | Makushí | Makuxí
mcg,Mapoyo,,5.96952,-67.2581,mapo1246,,Mapoyo | Wanai
pbh,Panare,,6.95035,-65.8483,enap1235,,Eñepa | Panare
aoc,Pemon,,4.97031,-61.4033,pemo1248,,Pemon | Pemong | Pemón | Taulipang
tri,Trió,,2.53616,-55.7599,trio1238,,Tiriyo | Tiriyó | Tirió | Tiríyo | Trio | Trió | Trío
cbd_uma,cbd-uma,,,,,,
waw,Waiwai,,1.50881,-59.1417,waiw1244,,Wai Wai | Waiwai
way,Wayana,,2.77537,-54.4429,waya1269,,Northern Wayana | Ojana | Oyana | Urukuyana | Wayana | Wyandot
yup,Yukpa,,9.67534,-73.0557,yukp1241,,Motilon | Yukpa
ike_lab_ike_que,"ike-lab, ike-que",,,,,,
sali,Salishan,,,,sali1255,,Salish | Salishan | Salishan Family
belc,Bella Coola,,52.3448,-126.689,bell1243,,Bella Coola
blc,Bella Coola,,52.3448,-126.689,bell1243,,Bella Coola | Bellacoola
csal,Central Salish,,,,cent2129,,Central Coast Salish Proper | Central Salish
clm,Clallam,,48.0707,-123.511,clal1241,,Clallam | Klallam | Klellam
coo,Comox,,49.7233,-124.967,como1259,,Comox | Comox Cluster | Comox-Sliammon | Comux | Mainland Comox
hur,Halkomelem,,49.250402,-122.443668,halk1245,,Halkomelem
str_lum,str-lum,,,,,,
lut,Northern Lushootseed,,48.42,-122.529,lush1252,,Lushootseed | Squaxon
str_saa,str-saa,,,,,,
str_sal,str-sal,,,,,,
slh,Southern Puget Sound Salish,,47.263,-122.141,sout2965,,"Nisqualli | Salish (Southern Puget Sound) | Salish, Southern Puget Sound | Southern Puget Sound Cluster"
str,Northern Straits Salish,,48.51614,-123.757114,stra1244,,"Lkungen | Northern Straits | Northern Straits Salish | Salish (Straits) | Salish, Straits | Songish | Straits"
str_son,str-son,,,,,,
str_soo,str-soo,,,,,,
squ,Squamish,,49.3231,-123.014,squa1248,,Squamish | Squawmisht
twa,Twana,,47.48952,-123.21227,twan1247,,Twana
insa,insa,,,,,,Interior Division Salish | Interior Salish | Interior Salish Proper | Interior Salishan Subfamily
crd,Coeur d'Alene,,47.2958,-116.715,coeu1236,,Coeur D'Alene | Coeur d'Alene
col,Columbia-Wenatchi,,48.217,-118.454,colu1241,,Columbia | Columbia-Wenatchi | Columbian | Middle Columbia Cluster
fla,Kalispel-Pend d'Oreille,,47.5825,-114.19,kali1308,,Flathead | Kalispel | Kalispel-Pend D'oreille | Salish
lil,Lillooet,,50.7272,-122.04,lill1248,,Lillooet
oka,Okanagan,,49.2745,-119.294,okan1243,,Colville-Okanagan | Okanagan | Okanagon Cluster | Okinagan
shs,Shuswap,,50.8734,-119.667,shus1248,,Shooswap | Shuswap
spo,Spokane,,47.9087,-118.062,spok1245,,Spokan | Spokane
thp,Thompson,,50.1668,-120.193,thom1243,,Thompson | Thompson River Salish
till,Tillamook,,45.5,-123.83,till1254,,Tillamook
til,Tillamook,,45.5,-123.83,till1254,,Tillamook
tsam,Tsamosan,,,,tsam1241,,Tsamosan
cjh,Upper Chehalis,,46.7981,-123.169,uppe1439,,"Chehalis (Upper) | Chehalis, Upper | Upper Chehalis"
noo_kyu,noo-kyu,,,,,,
dtd,Ditidaht,,48.67,-124.75,diti1235,,Ditidaht | Nitinaht | Nitinat
nuk,Nuu-chah-nulth,,49.67,-126.67,nuuc1236,,Nootka | Nuu-chah-nulth | Nuuchahnulth
tay,Atayal,,24.5209,121.388,atay1247,,Atayal | Sediq
trv,Seediq,,23.9032,121.358,taro1264,,Sedik | Sediq | Seedik | Seediq | Taroko
alp,Alune,,-3.11477,128.394,alun1238,,Alune
bhp,Bima,,-8.57376,118.445,bima1247,,Bima | Bimaneesch
mhs,Buru (Indonesia),,-3.43957,126.632,buru1303,,Buru
kvo,Dobel,,-6.32531,134.638,dobe1238,,Dobel
frd,Fordata,,-7.28902,131.511,ford1242,,Fordata
xbr,Kambera,,-9.88447,120.235,kamb1299,,Kambera | Sumba
ksx,Kedang,,-8.23039,123.77,keda1252,,Dang | Kedang
kei,Kei,,-5.63948,133.02,keii1239,,Kei
xxk,Kéo,,-8.8704,121.256,keoo1238,,Ke'o
kje,Kisar,,-8.05122,127.18,kisa1266,,Kisar | Kisarsch | Kisser
kvv,Kola,,-5.48833,134.592,kola1285,,Kola
slp,Lamaholot,,-8.36439,122.803,lama1277,,Lamaholot | Solor | Soloreesch
alo,Larike-Wakasihu,,-3.76522,127.956,lari1255,,Larike | Larike-Wakasihu
lti,Leti (Indonesia),,-8.19808,127.674,leti1246,,Leti | Letic | Letineesch | Letti
mqy,Manggarai,,-8.55748,120.329,mang1405,,Manggarai | Manggaraisch
nxg,Ngad'a,,-8.79508,120.976,ngad1261,,Ngad'a | Ngada
nni_nxl,"nni, nxl",,,,,,
plh,Paulohi,,-3.25404,128.779,paul1238,,Paulohi
twu,Termanu,,-10.7326,123.169,term1237,,Roti | Termanu
hvn,Hawu,,-10.5522,121.847,sabu1255,,Hawoesch | Sabu | Sawu
slu,Selaru,,-8.18376,130.961,sela1259,,Selaru
ski,Sika,,-8.67302,122.38,sika1262,,Sika | Sikka | Sikka u. Tettun | Sikkic
txn,West Tarangan,,-6.62046,134.168,west2538,,"Tarangan (West) | Tarangan, West"
tet,Tetum,,-9.11217,125.528,tetu1245,,Beloesch | Tettum | Tetun
aoz,Uab Meto,,-9.77284,124.144,uabm1237,,Timoreesch | Timorese | Uab Meto
tzn,Tugun,,-7.72555,126.7,tugu1245,,Tugu | Tugun
lex_wet,lex-wet,,,,,,
jmd,Yamdena,,-7.73722,131.44,yamd1240,,Yamdena
adz,Adzera,,-6.39394,146.294,adze1240,,Acira | Adzera
aji,Ajië,,-21.3029,165.468,ajie1238,,A'jië | Ajië | Baladea | Houailou
nrz,Lala,,-8.93195,146.749,lala1268,,Ala'ala | Lala | Pokau
aie,Amara,,-5.55778,148.68,amar1272,,Amara
omb,East Ambae,,-15.3523,167.89,east2443,,"Ambae | Ambae, East | North-East Aoban | North-east Ambae | Northeast Aoba | Oba"
aty,Aneityum,,-20.1864,169.825,anei1239,,Aneityum | Anejom | Anejom̃ | Aneytum | Annatom
akr,Araki,,-15.632997,166.952542,arak1252,,Araki
alu,'Are'are,,-9.20699,161.158,area1240,,'Are'are
laz,Aribwatsa,,-6.72266,146.991,arib1241,,Aribwatsa
apr,Arop-Lokep,,-5.31671,147.103,arop1243,,Arop-Lokep | Arop-Lukep
aia,Arosi,,-10.2441,161.432,aros1241,,Arosi
upv,Uripiv-Wala-Rano-Atchin,,-16.00951,167.34643,urip1239,,Atchin | North-east Malakula | Uripiv-Wala-Rano | Uripiv-Wala-Rano-Atchin
aul,Aulua,,-16.3579,167.697,aulu1238,,Aulua
bbn_wiv,"bbn, wiv",,,,,,
bcm,Bannoni,,-6.23061,155.128,bann1247,,Bannoni | Banoni
tkw,Teanu,,-11.6752,166.868,tean1237,,Buma | Teanu
cal,Carolinian,,15.205,145.765,caro1242,,Carolinian | Karolinian | Saipan Carolinian
cam,Cemuhî,,-20.8489,165.13,cemu1238,,Camuhi | Cemuhî | Cèmuhî | Cémuhî
mrn,Cheke Holo,,-8.27055,159.625,chek1238,,Cheke Holo
chk,Chuukese,,7.346993,151.598607,chuu1238,,Chuukese | Lagoon Trukese | Trukese
dhv,Dehu,,-20.8892,167.229,dehu1237,,Dehu | Drehu | Lifu
erg,Sie,,-18.8181,169.166,siee1239,,Eromanga | Erromangan | Sie | Sye
fij,Fijian,,-18.0,178.33,fiji1243,,Fiji | Fijian
wyy_way,wyy-way,,,,,,
fud,East Futuna,,-14.278717,-178.137222,east2447,,"East Futuna | East Futunan | Futuna (East) | Futuna, East"
fut,Futuna-Aniwa,,-19.5303,170.215,futu1245,,Futuna | Futuna-Aniwa | West Futuna-Aniwa | West Futunan
pwg,Gapapaiwa,,-9.73317,149.854,gapa1238,,Gapapaiwa | Paiwa
nlg,Gela,,-9.04587,160.186,gela1263,,Gela | Nggela
gvs,Gumawana,,-9.28497,150.762,guma1254,,Gumasi | Gumawana
hla,Halia,,-5.26603,154.662,hali1244,,Halia
haw,Hawaiian,,19.6297,-155.43,hawa1245,,Hawaaian | Hawai'ian | Hawaii | Hawaiian
hoa,Hoava,,-8.19679,157.595,hoav1238,,Hoava
iai,Iaai,,-20.6301,166.59,iaai1238,,Iaai | Iai
viv,Iduna,,-9.34361,150.24,idun1242,,Iduna
jae,Yabem,,-6.67052,147.81,yabe1254,,Jabêm | Yabem | Yabêm
kxa,Kairiru,,-3.34608,143.558,kair1263,,Kairiru
khl_kvc,"khl, kvc",,,,,,
kpg,Kapingamarangi,,1.039166,154.797223,kapi1249,,Kapingamarangi
leu,Kara (Papua New Guinea),,-2.81957,151.111,kara1486,,Kara
pss,Kaulong,,-6.08192,149.696,kaul1240,,Kaulong
kcl_apo,kcl-apo,,,,,,
sbc,Kele (Papua New Guinea),,-2.09163,147.064,kele1258,,Kele
kij,Kilivila,,-8.72574,151.072,kili1267,,Kilivila | Kiriwina
gil,Gilbertese,,0.179,173.64,gilb1244,,Gilbert-Inseln | Gilbertese | Kiribati
kkk,Kokota,,-8.16481,159.191,koko1269,,Kokota
kos,Kosraean,,5.31,162.98,kosr1238,,Kosraean | Kusaian | Kusaiean
kwd,Kwaio,,-8.93744,160.965,kwai1243,,Kwaio | Xwaio
tnk,Kwamera,,-19.5954,169.442,kwam1252,,Kwamera | Nafe | South Dialect Chain
llu,Lau,,-8.51018,160.872,lauu1247,,Lau | Lauic
tnl,Lenakel,,-19.4763,169.261,lena1238,,Lenakel | Natuar | North Dialect Chain
lww,Lewo,,-16.7612,168.334,lewo1242,,Lewo
lgu,Longgu,,-9.75258,160.663,long1395,,Longgu
los,Loniu,,-2.06124,147.35,loni1238,,Loniu
crc,Lonwolwol,,-16.2286,168.016,lonw1238,,Lonwolwol
loj,Lou,,-2.38659,147.346,louu1245,,Lou
ojv,Luangiua,,-5.49029,159.701,onto1237,,Luangiua | Ontong Java | Ontong-Java
mme,Tirax,,-15.9914,167.288,maee1241,,Dirakh | Mae
mgl,Maleu-Kilenge,,-5.61613,148.445,male1289,,Idne | Kilenge | Maleu | Maleu-Kilenge
mva,Manam,,-4.07921,145.033,mana1295,,Manam
mna,Mbula,,-5.66965,148.041,mbul1263,,Mangap | Mangap-Mbula | Mbula
mri,Maori,,-38.2881,176.541,maor1246,,Maori | Maori of New Zealand | Neu-Seeland | New Zealand Maori
mqm_mrq,"mqm, mrq",,,,,,
mah,Marshallese,,8.72,167.73,mars1254,,Marshall-Inseln | Marshallese
mjk,Matukar,,-4.9078,145.779,matu1261,,Matukar
mek,Mekeo,,-8.23853,146.586,meke1243,,Kovio | Mekeo
mvn,Minaveha,,-9.59922,150.501,mina1269,,Kukuya | Minavega | Minaveha
mkj,Mokilese,,6.65651,159.776,moki1238,,Mokil | Mokilese
mte,Mono-Alu,,-7.05102,155.76,mono1273,,Mono | Mono-Alu
meu,Motu,,-9.67492,147.424,motu1246,,Motu
msu,Musom,,-6.53817,146.93,muso1238,,Musom
emi,Mussau-Emira,,-1.44105,149.624,muss1246,,Mussau | Mussau-Emira
myw,Muyuw,,-9.195,152.731,muyu1244,,Muyuw
mlv,Mwotlap,,-13.655015,167.706277,motl1237,,Motlav | Mwotlap
nak,Nakanai,,-5.59931,150.888,naka1262,,Nakanai
nal,Nalik,,-2.94411,151.332,nali1244,,Nalik
nmb,Big Nambas,,-16.0903,167.239,bign1238,,"Big Nambas | Nambas (Big) | Nambas, Big | Unmet | V'ënen Taut | V'ënën Taut"
tvl_nor,tvl-nor,,,,,,
nau,Nauru,,-0.52957,166.922,naur1243,,Nauru | Nauruan
nsn,Nehan,,-4.56875,154.2,neha1247,,Nehan
nee,Nêlêmwa-Nixumwak,,-20.4035,164.193,kuma1276,,Fwagumwak | Kumak | Nelemwa | Nêlêmwa-Nixumwak
nen,Nengone,,-21.5305,167.964,neng1238,,Nenets | Nengone
llp_ngu,llp-ngu,,,,,,
num,Niuafo'ou,,-15.6014,-175.64,niua1240,,Niuafo'ou
niu,Niuean,,-19.06,-169.86,niue1239,,Niue | Niuean | Nuie
nkr,Nukuoro,,3.84,154.975,nuku1260,,Nukuoro | Nukuoron
yly,Belep,,-19.72,163.66,nyal1254,,Nyelyâu | Nyelâyu | Nyâlayu
pma,Paama,,-16.47548,168.23693,paam1238,,Paama | Paamese
duf,Dumbea,,-22.0947,166.531,dumb1241,,Dumbea | Nadubea | Paita
ptp,Patep,,-6.91988,146.639,pate1247,,Patep
gfk,Patpatar,,-3.74711,152.493,patp1243,,Patpatar
piv,Vaeakau-Taumako,,-10.173335,166.247188,pile1238,,Pileni | Vaeakau-Taumako
pif,Pingelapese,,6.20743,160.711,ping1243,,Pingelap | Pingelapese | Pingilapese
fwa,Fwâi,,-20.6873,164.901,fwai1237,,Fwâi | Po-Ai
pon,Pohnpeian,,6.87212,158.223,pohn1238,,Pohnpeian | Ponape | Ponapean
puw,Puluwatese,,7.35695,149.2005,pulu1242,,Pulawat | Pulusuk-Puluwat | Puluwat | Puluwatese
lml,Hano,,-15.5432,168.167,hano1246,,Hano | Raga
rap,Rapanui,,-27.113,-109.342,rapa1244,,Easter | Easter Island | Oster-Insel Sprache | Rapa Nui | Rapanui
mnv,Rennell-Bellona,,-11.6237,160.265,renn1242,,Rennell | Rennell-Bellona | Rennell-Belona | Rennellese | Rennellese/Bellonese
rro_ror,rro-ror,,,,,,
rtm,Rotuman,,-12.5008,177.066,rotu1241,,Rotuman
rug,Roviana,,-8.20493,157.408,rovi1238,,Roviana
apb,Sa'a,,-9.60258,161.467,saaa1240,,Sa'a | Saʔa
sku,Wanohe,,-15.0757,167.051,saka1289,,Nekep | Sakao | Sakau
sbe,Saliba,,-10.6148,150.727,sali1295,,Saliba
smo,Samoan,,-13.92,-171.83,samo1305,,Samoa | Samoan
sjr,Siar-Lak,,-4.62059,152.892,siar1238,,Siar | Siar-Lak
snc,Sinaugoro,,-9.79791,147.861,sina1266,,Saroa | Sinaugoro
xsi,Sio,,-5.96037,147.353,sioo1240,,Sio
baa_sis,baa-sis,,,,,,
sob,Sobei,,-1.86998,138.75,sobe1238,,Sobei
sov,Sonsorol,,5.328596,132.221282,sons1242,,Sonsorol | Sonsorol-Tobi
tvk,Southeast Ambrym,,-16.2975,168.211,sout2859,,"Ambrym, Southeast | South East Ambrym | South-East Ambrym | South-east Ambrym | Southeast Ambrym"
tgo,Sudest,,-11.5229,153.488,sude1239,,Sudest
sgz,Sursurunga,,-3.99078,152.768,surs1246,,Sursurunga
tah,Tahitian,,-17.6485,-149.45,tahi1242,,Neo-Tahitian | Tahiti | Tahitian
sps,Saposa,,-5.64103,154.732,sapo1253,,Saposa | Taiof | Taiof-Saposa
tbc,Takia,,-4.69057,145.975,taki1248,,Takia
mla_tam,mla-tam,,,,,,
bjp_hrc_hrw,"hrw, bjp, hrc",,,,,,
nwi,Southwest Tanna,,-19.57953,169.35603,sout2869,,"Central Dialect Chain | Nawal | South-West Tanna | Southwest Tanna | Tanna (Southwest) | Tanna, Southwest"
tbo,Tawala,,-10.3115,150.644,tawa1275,,Tawala
tio,Teop,,-5.67474,154.971,teop1238,,Teop
tgc,Tigak,,-2.70951,150.893,tiga1245,,Tigak
cir,Tiri-Mea,,-21.8147,165.792,tiri1258,,Hameha | Tinrin | Tiri | Tiri-Méa
tti,Tobati,,-2.56434,140.71,toba1266,,Jautefasch | Tobati
tkl,Tokelau,,-9.227642,-171.780833,toke1240,,Fakaafo | Tokelauan
ksd,Kuanua,,-4.30986,152.114,kuan1248,,Gunantuna | Kuanua | Ober-Mengen | Tolai
ton,Tonga (Tonga Islands),,-21.17,-175.25,tong1325,,Tonga | Tongan | Tongic
mlu,To'abaita,,-8.39233,160.619,toab1237,,Malu | To'aba'ita | To'abaita | Toqabaita | Toqabaqita | Toʔabaita
pmt,Tuamotuan,,-16.17259,-146.321755,tuam1242,,Tuamoatan | Tuamotuan
tmq,Tumleo,,-3.14955,142.346,tuml1238,,Tumleo
lcm,Tungag,,-2.52188,150.198,tung1290,,Dang | Lavongai | Tungag | Tungak
tvl,Tuvalu,,-8.520813,179.198088,tuva1244,,Ellice | Ellicean | Tuvalu | Tuvaluan | Tūvalu
uli,Ulithian,,9.961388,139.603611,ulit1238,,Ulithi | Ulithian
uur,Ura (Vanuatu),,-18.6747,169.084,urav1235,,Ura
wls,East Uvean,,-13.2903,-176.207,wall1257,,East Uvea | East Uvean | Uvea | Wallisian
wed,Wedau,,-10.1246,150.172,weda1241,,Wedau | Wedauan
woe,Woleaian,,7.37957,143.916,wole1240,,Woleai | Woleaian | Wolean
ane,Xârâcùù,,-21.7034,165.996,xara1244,,Xârâcùù
amk,Ambai,,-1.88126,136.526,amba1265,,Ambai
bhw,Biak,,-0.9523,135.879,biak1248,,Biak | Noefoorsch | Numfor
bzq,Buli (Indonesia),,1.0008,128.443,buli1255,,Buli
irh,Irarutu,,-2.94438,133.586,irar1238,,Irarutu | Kasira
slz,Misool-Salawati Ma'ya,,-1.22329,130.909,maya1282,,Ma'ya
mhz,Mor (Mor Islands),,-2.87055,135.95,morm1235,,Mor
szw,Sawai,,0.51111,128.086,sawa1247,,Sawai
mky,East Makian,,0.07337,127.423,east2440,,"Makian, East | Taba"
wrp,Waropen,,-2.31142,136.633,waro1242,,Waropen
ami,Amis,,23.0917,121.348,amis1246,,Ami | Amis
pwn,Paiwan,,22.3271,120.806,paiw1248,,Paiwan
fos,Sirayaic,,22.9777,120.315,sira1267,,Formosanisch | Siraiya | Siraya
ssf,Thao,,23.8333,120.93,thao1240,,Thao
dru,Rukai,,22.7738,120.844,ruka1240,,D̲ukai | Rukai | Rukai Proper
tsu,Tsou,,23.216,120.787,tsou1248,,Tsou
dbj_beg_dbj_ida,"dbj-beg, dbj-ida",,,,,,
bth,Biatah Bidayuh,,1.17596,110.254,biat1246,,Biatah | Sentah
dtb_kqt_kzj,"kzj, kqt, dtb",,,,,,
kys,Baram Kayan,,3.51211,114.482,bara1370,,"Kayan (Baram) | Kayan, Baram"
kzi,Kelabit,,3.31783,115.428,kela1258,,Kelabit
ulu_xkl_boc,"xkl-boc, ulu",,,,,,
lnd,Lundayeh,,4.25064,115.5,lund1271,,Lun Dayeh | Lundayeh
mhy,Ma'anyan,,-2.1239,115.092,maan1238,,Ma'anyan
bhr,Bara Malagasy,,-23.9716,45.5937,bara1369,,"Bara Malagasy | Malagasy | Malagasy, Bara"
mel,Central Melanau,,2.524086,111.346451,cent2101,,Melanau
sdo_men,sdo-men,,,,,,
nrm,Narom,,4.42115,114.011,naro1251,,Narom
nij_man,nij-man,,,,,,
nij_pul,nij-pul,,,,,,
snv,Sa'ban,,3.58723,115.664,saba1265,,Sa'ban
sdm,Onya Darat,,-0.75188,110.527,sema1269,,Semandang
txx,Tatana,,5.49808,115.553,tata1257,,Tatana | Tatana'
tih,Timugon Murut,,5.1796,115.826,timu1262,,Timugon | Timugon Murut
akl,Kailibo Aklanon,,11.5543,122.354,akla1241,,Aklanon | Aklanon Bisayan
bya,Batak,,10.1115,119.025,bata1301,,Babuyan | Batak | Battak
agk_agz_atl_bcl_bln_bto_cts_fbl_lbl_rbl_ubl,"bcl, agk, atl, bln, agz, fbl, ubl, lbl, rbl, bto, cts",,,,,,
ceb,Cebuano,,8.38799,124.367,cebu1242,,Cebuan | Cebuano
hnn,Hanunoo,,12.4159,121.221,hanu1241,,Hanunoo | Hanunóo
hil,Hiligaynon,,10.4018,122.974,hili1240,,Hiligaynon | Ilonggo
mmn,Mamanwa,,9.44744,125.548,mama1275,,Mamanwa | Manmanua
tgl,Tagalog,,14.06,121.747,taga1270,,Tagal | Tagala | Tagalog
tbw,Tagbanwa,,9.54263,118.497,tagb1258,,Aborlan Tagbanwa | Tagbanua | Tagbanwa | Tagbanwa (Aborlan)
tsg,Tausug,,5.12236,118.88,taus1251,,Taosug | Tausug
war,Waray (Philippines),,11.4911,125.012,wara1300,,Waray-Waray
agt,Central Cagayan Agta,,17.9571,121.857,cent2084,,"Agta (Central) | Agta, Central Cagayan"
blw,Balangao,,17.0994,121.272,bala1310,,Balangao | Balangaw
lbk,Central Bontoc,,17.08,120.92,cent2292,,"Bontoc, Central | Bontok | Central Bontok | Igorot"
dgc,Casiguran-Nagtipunan Agta,,16.2176,121.878,casi1235,,"Agta, Casiguran Dumagat | Casiguran | Casiguran Dumagat | Dumagat (Casiguran)"
ibg,Ibanag,,17.4201,121.891,iban1267,,Ibanag
ifb,Batad Ifugao,,16.8266,121.23,bata1298,,"Ifugao (Batad) | Ifugao, Batad"
ilo,Iloko,,15.9361,120.993,ilok1237,,Illocano | Ilocana | Ilocano | Ilokan | Ilokano
isd,Isnag,,18.2139,121.16,isna1241,,Isnag | Isneg
itv,Itawit,,17.7329,121.58,itaw1240,,Itawic Cluster | Itawis | Itawit
ivv,Itbayat,,20.77,121.85,ivat1242,,Ivatan
ivv_sou,ivv-sou,,,,,,
kne,Kankanaey,,16.8548,120.689,kank1243,,Kankanaey | Kankanai | Kankanay
pam,Pampanga,,14.9603,120.502,pamp1243,,Kapampangan | Pampanga | Pampangan
kyj,Karao,,16.5655,120.956,kara1487,,Karao
pag,Pangasinan,,15.9377,120.365,pang1290,,Pangasinan
tao,Yami,,22.055,121.544,yami1254,,Yami
bdl,Indonesian Bajau,,-3.68664,122.253,indo1317,,"Badjosch | Bajau | Bajau, Indonesian"
ssb_bas,ssb-bas,,,,,,
sse,Balangingi,,6.011614,121.686646,bala1311,,Balangingi | Balangingi Sama | Sama (Balangingi)
yka,Yakan,,6.531023,122.021729,yaka1277,,Yakan
bpr_bps,"bps, bpr",,,,,,
tbl,Tboli,,6.20377,124.538,tbol1240,,Tagabili | Tboli
tiy,Tiruray,,6.77321,124.127,tiru1241,,Tiruray
bkd,Talaandig-Binukid,,8.15933,124.892,binu1244,,Binokid | Binukid | Bukidnon
mbt__kul,mbt--kul,,,,,,
mdh,Maguindanao,,6.9453,124.509,magu1243,,Magindanao | Maguindanao
mbb,Western Bukidnon Manobo,,7.6682,124.825,west2555,,"Central Manobo | Manobo (Western Bukidnon) | Manobo, Western Bukidnon | Western Bukidnon Manobo | Western Bukiduon Manobo"
mrw,Maranao,,7.79414,124.175,mara1404,,Maranao
atq,Aralle-Tabulahan,,-2.78397,119.319,aral1243,,Aralle-Tabulahan
blz,Balantak,,-0.86809,123.289,bala1315,,Balantak | Balantaksch
ptu,Bambam,,-3.02759,119.201,bamb1270,,Bambam | Pitoe-oeloenna-saloesch
bgz,Banggai,,-1.58305,123.171,bang1368,,Banggai | Banggaisch | Gagauz
bnq,Bantik,,1.44586,124.846,bant1286,,Bantik | Bantiksch
bug,Buginese,,-4.47,119.977,bugi1244,,Boegineesch | Bugi | Buginese | Bugis
kzf_daa,kzf-daa,,,,,,
gor,Gorontalo,,0.62689,122.288,goro1259,,Gorontaleesch | Gorontalo
lew,Ledo Kaili,,-1.03033,120.132,ledo1238,,"Kaili | Kaili, Ledo"
