ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,MultiTree_Names
grj_jab,Jabo,,,,jabo1238,,
gec,Gboloo Grebo,,4.75405,-7.66699,gbol1235,,"Gboloo Grebo | Grebo, Gboloo"
gec_ged,Gederobo,,,,gede1242,,
gec_nya,Nyanoun,,,,nyan1312,,
gec_bia,Biabo,,,,biab1239,,
gec_tuo,gec-tuo,,,,,,
gec_ded,Dediebo,,,,dedi1238,,
glou,Glio-Oubi,,5.39966,-7.50585,glio1241,,Glio-Oubi
oub,Glio-Oubi,,5.39966,-7.50585,glio1241,,Glio-Oubi
bass,bass,,,,,,Bassa
bsq_mab,Mabahn,,,,maba1271,,
bsq_hwe,Hwen Gba Kon,,,,hwen1238,,
bsq_gba,Gba Sor,,,,gbas1238,,
bsq_gbo,Gbor,,,,gbor1241,,
bsq_riv,Rivercess Bassa,,,,rive1258,,
bsq_cen,Central Bassa,,,,cent2040,,
ggb,Gbii,,5.87021,-8.9346,gbii1242,,Gbii
ggb_dor,Dorbor,,,,dorb1243,,
ggb_kpl,Kplor,,,,kplo1238,,
weex,Wè Western,,6.36463,-8.40234,wewe1238,,We | Wee
kono,Konobo,,,,kono1266,,Konobo
kqo,Konobo-Eastern Krahn,,5.83555,-7.85454,east2414,,"Krahn, Eastern"
kqo_tch,Tchien,,,,tchi1246,,
kqo_gor,Gorbo,,,,gorb1238,,
kqo_kon,kqo-kon,,,,,,
kqo_kan,Kanneh,,,,kann1256,,
gukr,gukr,,,,,,Guere-Krahn
krw,Western Krahn,,6.14415,-8.40954,west2488,,"Krahn, Western"
krw_bia,Biai,,,,biai1238,,
krw_kpe,Kpeaply,,,,kpea1238,,
krw_gba,Gbaeson,,,,gbae1238,,
krw_gbb,Gbarbo,,,,gbar1247,,
krw_gbo,krw-gbo,,,,,,
krw_gbr,Gborbo,,,,gbor1242,,
krw_pew,Pewa,,,,pewa1238,,
krw_plo,Plo,,,,ploo1238,,
krn,Sapo,,5.69555,-8.49229,sapo1251,,Sapo
krn_way,krn-way,,,,,,
krn_jua,Juarzon,,,,juar1239,,
krn_put,Putu,,,,putu1242,,
krn_nom,Nomopo,,,,nomo1238,,
krn_sin,Sinkon,,,,sink1244,,
krn_kab,Kabade,,,,kaba1280,,
gxx,Wè Southern,,6.50013,-7.63427,weso1238,,Wè Southern
gxx_nye,Nyeo,,,,nyeo1239,,
gxx_beu,Beu,,,,beuu1238,,
gxx_gbo,Gboo,,,,gboo1246,,
gxx_nea,gxx-nea,,,,,,
gxx_zib,Zibiao,,,,zibi1242,,
gxx_zaa,Zaa,,,,zaaa1238,,
gxx_zag,Zagna,,,,zagn1242,,
gxx_zan,Zagne,,,,zagn1241,,
gxx_fle,Fleo,,,,fleo1238,,
wec,Wè Western,,6.36463,-8.40234,wewe1238,,Wè Western
wec_kao,Kaoro,,,,kaor1241,,
wec_nid,Nidrou,,,,nidr1238,,
glr,Glaro-Twabo,,5.23264,-7.50317,glar1241,,Glaro-Twabo
glr_twa,Twabo,,,,twab1238,,
glr_gla,Glaro,,,,glar1242,,
das,Daho-Doo,,5.72458,-7.3558,daho1238,,Daho-Doo
nyab,Nyabwa,,6.87615,-6.84428,nyab1255,,Nyabwa
nwb,Nyabwa,,6.87615,-6.84428,nyab1255,,Gweabo | Nyabwa
nbw_nye,Nyedebwa,,,,nyed1238,,
nwb_nya,nwb-nya,,,,,,
wobe,Wobe-Wè Northern,,7.40391,-7.24617,weno1238,,Wobe
wob_peo,Péomé,,,,peom1238,,
wob_tao,wob-tao,,,,,,
wob_sem,Sémien,,,,semi1261,,
klao,Hagei Gelao,,22.5632,104.698,gree1278,,Klao | Klau
klu_cen,Central Klaoh,,,,cent2039,,
klu_eas,Eastern Klaoh,,,,east2413,,
klu_wes,Western Klaoh,,,,west2486,,
klu_wce,West Central Klaoh,,,,west2487,,
ebco,Kokant Shan,,,,koka1237,,East Kru | Eastern | Eastern Kru
bakw,Bakwé,,5.23123,-6.51077,bakw1243,,Bakwe | Bakwe-Gruppe
bjw_def,Defa,,,,defa1250,,
bjw_dep,Deple,,,,depl1238,,
bjw_nig,Nigagba,,,,niga1242,,
bjw_daf,Dafa,,,,dafa1242,,
bjw_nyi,Nyinagbi,,,,nyin1249,,
hwa,Wané,,4.85171,-6.44406,wane1242,,Hwane | Wane | Wané
bete,Biete,,24.273507,92.94342,biet1238,,Bete | Bete-Gruppe
ebet,Eastern Bete,,,,east2416,,Eastern Bete
btg,Gagnoa Bété,,6.10051,-5.9701,gagn1235,,"Bété, Gagnoa"
btg_zeb,Zebie,,,,zebi1238,,
btg_zad,Zadie,,,,zadi1238,,
btg_kpa,Kpakolo,,,,kpak1238,,
btg_nia,Niabre,,,,niab1238,,
btg_gba,Gbadi,,,,gbad1242,,
btg_nek,Nekedi,,,,neke1238,,
btg_gue,btg-gue,,,,,,
kyf,Kouya,,7.27375,-6.5685,kouy1238,,Kouya | Kwaya
wbet,Western Bete,,,,west2489,,Western Bete
god_dlo,Dlogo,,,,dlog1238,,
god_koy,god-koy,,,,,,
god_jlu,Jluko,,,,jluk1238,,
god_kag,Kagbo,,,,kagb1242,,
god_nya,Nyago,,,,nyag1246,,
god_nug,Nugbo,,,,nugb1238,,
god_gli,Glibe,,,,glib1238,,
god_dag,Dagli,,,,dagl1238,,
god_tig,Tiglu,,,,tigl1238,,
bet,Guiberoua Béte,,6.13837,-6.51291,guib1246,,"Béte, Guiberoua"
bet_gui,Guiberoua,,,,guib1247,,
bet_sou,Soubré,,,,soub1242,,
bev,Daloa Bété,,6.69281,-6.63944,dalo1238,,"Bété, Daloa"
dida,Neyo-Dida,,,,dida1244,,Dida
gud,Yocoboué Dida,,5.40126,-5.12242,yoco1235,,"Dida, Yocoboué"
gud_div,Divo,,,,divo1238,,
gud_loz,Lozoua,,,,lozo1238,,
dic,Lakota Dida,,5.86012,-5.40633,lako1244,,"Dida, Lakota"
ney,Neyo,,4.95048,-6.08043,neyo1238,,Neyo
kwia,Kodia,,5.49671,-6.31915,kodi1246,,Kwadia
kwp,Kodia,,5.49671,-6.31915,kodi1246,,Kodia | Kwadia | Kwadya
aizi,Aproumu Aizi,,5.20273,-4.52192,apro1235,,Aizi
ahi,Tiagbamrin Aizi,,5.28022,-4.62352,tiag1235,,"Aizi, Tiagbamrin"
ahm,Mobumrin Aizi,,5.26847,-4.47303,mobu1235,,"Aizi, Mobumrin"
ahp,Aproumu Aizi,,5.20273,-4.52192,apro1235,,"Abri | Aizi, Aproumu"
seme,Siamou,,10.998,-4.92143,siam1242,,Seme
sif_ban,Bandougou,,,,band1350,,
kuwa,Kuwaa,,7.54885,-9.9765,kuwa1247,,Kuwaa
blh,Kuwaa,,7.54885,-9.9765,kuwa1247,,Bele | Kuwaa
djm,Jamsay Dogon,,14.1794,-2.57999,jams1239,,"Dogon, Jamsay | Jamsay | Jamsay tegu"
djm_bam,Bama,,,,bama1252,,
djm_gur,djm-gur,,,,,,
djm_gon,Gono,,,,gono1238,,
djm_dom,Domno,,,,domn1238,,
dtk_tog,Togo Kan,,,,togo1254,,
dtk_ten,Tengu Kan,,,,teng1266,,
dtk_gui,Gimri Kan,,,,guim1240,,
dtk_sag,dtk-sag,,,,,,
dds,Donno So Dogon,,14.34019,-3.51468,donn1239,,"Dogon, Donno So | Donno So | Kamba sɔɔ"
dds_don,Donno So Dogon,,14.34019,-3.51468,donn1239,,
dds_kam,dds-kam,,,,,,
dkl,Kolum So Dogon,,14.3617,-3.8795,kolu1247,,"Dogon, Kolum So"
dkl_amb,dkl-amb,,,,,,
dkl_mom,dkl-mom,,,,,,
dbu,Najamba-Kindige,,14.9066,-3.32636,bond1248,,"Bondu So | Bondum dom | Dogon, Bodum Dom | Dogon, Bondum Dom | Najamba-Kindige"
dbu_nad,Najamba,,,,nadj1238,,
dbu_kin,Kindige,,,,kind1242,,
dtm,Tomo Kan Dogon,,13.6331,-3.82228,tomo1243,,"Dogon, Tomo Kan | Tomo Kan | Tomo kã"
dtt,Toro Tegu Dogon,,15.0644,-2.22427,toro1253,,"Dogon, Toro Tegu | Toro Tegu | Toro tegu"
dba,Bangime,,14.8116,-3.77092,bang1363,,"Bangime | Baŋgɛri mɛ | Dogon, Bangeri Me | North-west Dogon"
dbg,Dogul Dom Dogon,,14.5872,-3.56855,dogu1235,,"Dogon, Dogul Dom | Dogul Dom | Dogul dom"
cang,Noon,,14.792,-16.9205,noon1242,,Cangin | Cangin Languages | Non
sav,Saafi-Saafi,,14.625,-17.0568,saaf1238,,Saafi-Saafi | Safan | Safen
sav_sin,Sindia,,,,sind1276,,
sav_seb,Sebikotane,,,,sebi1238,,
sav_bou,Boukhou,,,,bouk1238,,
sav_dio,Diobass,,,,diob1238,,
sav_has,Hasab,,,,hasa1247,,
snf_cag,snf-cag,,,,,,
snf_can,snf-can,,,,,,
snf_saa,Saawii,,,,saaw1241,,
snf_pad,Padee,,,,pade1238,,
cae,Lehar,,14.9387,-16.8816,leha1242,,Lehar
bakk,bakk,,,,,,Bak | Bak Languages
majp,Manjaku-Mankanya-Pepel,,,,manj1250,,Bolama-Sarar-Pepel-Kanyop | Manjaku-Papel | Sarar
knf_bur,Burama,,,,bura1268,,
knf_sha,Shadal,,,,shad1238,,
mfv_bok,mfv-bok,,,,,,
mfv_lun,Lund,,,,lund1264,,
mfv_tsa,Tsaamo,,,,tsaa1241,,
mfv_lik,Likes-Utsia,,,,like1238,,
mfv_tei,Teixeira Pinto,,,,teix1238,,
mfv_cur,Cur,,,,curr1242,,
mfv_yuu,Yu,,,,yuuu1238,,
mfv_sar,Sarar,,,,sara1315,,
pbo,Papel,,11.8977,-15.8388,pape1239,,Papel | Pepel
jola,Jola-Fonyi,,12.75752,-15.7354766667,jola1263,,Diola | Diola Group | Jola
bayt,Kugere-Kuxinge,,12.6881,-16.3947,bayo1255,,Bayot
bda,Kugere-Kuxinge,,12.6881,-16.3947,bayo1255,,Bayot
bda_ess,Essin,,,,essi1238,,
jolp,jolp,,,,,,Diola Proper | Jola Proper
kwat,Kuwaataay,,12.48255,-16.74835,kuwa1246,,Kwatay
cwt,Kuwaataay,,12.48255,-16.74835,kuwa1246,,Kuwaataay | Kwaatay | Kwatay
jolc,jolc,,,,,,Diola-Gusilay | Jola Central
jolf,Jola-Fonyi,,12.75752,-15.7354766667,jola1263,,Jola-Fonyi
dyo_kal,Kalounaye,,,,kalo1258,,
dyo_bul,Buluf,,,,bulu1250,,
dyo_fon,Fonyi,,,,fony1238,,
dyo_nar,Narang,,,,nara1261,,
dyo_kom,Kombo,,,,komb1268,,
gusl,Gusilay,,12.7761,-16.5026,gusi1246,,Gusilay
bqj,Bandial,,12.5258,-16.4245,band1340,,Bandial
bqj_elu,Elun,,,,elun1241,,
bqj_aff,Affiniam,,,,affi1239,,
bqj_ban,bqj-ban,,,,,,
gsl,Gusilay,,12.7761,-16.5026,gusi1246,,Gusilay
jolk,Jola-Esulalu,,12.5089,-16.5539,jola1262,,Jola-Kasa
csk,Jola-Esulalu,,12.5089,-16.5539,jola1262,,Jola-Kasa
csk_sel,Selek,,,,sele1248,,
csk_hul,Huluf,,,,hulu1244,,
csk_ayu,Ayun,,,,ayun1238,,
csk_esu,Esulalu,,,,esul1240,,
csk_bli,Bliss,,,,blis1238,,
csk_flu,Elinkine-Kasa (Fluvial),,,,fluv1238,,
here,Her-Ejamat,,,,here1250,,Her-Ejamat
eja,Ejamat,,12.3355,-16.515,ejam1238,,Ejamat
hhr,Keerak,,12.3652,-16.6857,kera1248,,Kerak
karm,Karon-Mlomp,,,,karo1293,,Karon-Mlomp
krx,Karon,,12.9918,-16.7382,karo1294,,Karon
mlo,Mlomp,,12.8318,-16.5383,mlom1238,,Mlomp
bgan,Balanta-Ganja,,12.5382,-15.6658,bala1302,,Balant-Ganja | Balanta-Ganja
ble_kan,Kantohe,,,,kant1248,,
ble_man,Mane,,,,mane1239,,
ble_for,Fora,,,,fora1244,,
ble_nag,ble-nag,,,,,,
bjt,Balanta-Ganja,,12.5382,-15.6658,bala1302,,Balanta-Ganja | Ganja
bjt_fga,bjt-fga,,,,,,
bjt_fja,Fjaalib,,,,fjaa1238,,
snga,Upper Guinea Crioulo,,13.2335066667,-15.33254,uppe1455,,Senegal | Senegambian
fuwo,fuwo,,,,,,Fulani-Wolof
fula,Adamawa Fulfulde,,8.140326,13.077338,adam1253,,Ful | Fula
wful,wful,,,,,,Western Fula
fuc_ful,Fulacunda,,,,fula1268,,
ecfu,ecfu,,,,,,East Central Fula
fuh_bit,Bitinkoore,,,,biti1244,,
fuh_bak,Barkoundouba,,,,bark1244,,
fuh_bar,Barani,,,,bara1358,,
fuh_dal,Dallol,,,,dall1239,,
fuh_jel,Jelgoore,,,,jelg1238,,
fuh_fad,Fada Ngurma,,,,fada1249,,
fuh_ouh,Ouhiguyua,,,,ouhi1238,,
fuh_gou,fuh-gou,,,,,,
fuh_see,Seeba-Yaga,,,,seeb1238,,
fuh_bog,Bogandé,,,,boga1246,,
fuq,Central-Eastern Niger Fulfulde,,15.0907,8.43261,cent2018,,"Central-Eastern Niger Fulfulde | Fulfulde, Central-Eastern Niger"
fuq_wod,Wodaabe,,,,woda1240,,
fuv_bor,fuv-bor,,,,,,
fuv_sok,fuv-sok,,,,,,
fuv_kan,Kano-Katsina,,,,kano1242,,
wcfu,wcfu,,,,,,West Central Fula
fuf_kri,Krio Fula,,,,krio1246,,
fuf_keb,Kebu Fula,,,,kebu1245,,
fuf_ful,Fula Peta,,,,fula1267,,
fue,Borgu Fulfulde,,9.801,3.988,borg1235,,"Borgu Fulfulde | Fulfulde, Borgu"
fue_djo,Djougoure,,,,djou1238,,
fue_kor,Korakuure,,,,kora1290,,
fue_ata,Atakora Fulfulde,,,,atak1250,,
fue_bak,Bakuure,,,,baku1260,,
fue_tch,Tchabankeere,,,,tcha1240,,
ffm_wes,Western Macina,,,,west2453,,
ffm_eas,Eastern Macina,,,,east2389,,
eful,eful,,,,,,Eastern Fula
fub_bil,Bilkire Fulani,,,,bilk1238,,
fub_nom,fub-nom,,,,,,
fub_nga,Ngaondéré,,,,ngao1243,,
fub_gar,fub-gar,,,,,,
fub_kam,Kambariire,,,,kamb1295,,
fub_mar,Maroua Fulfulde,,,,maro1243,,
fui,Bagirmi Fulfulde,,8.81656,18.3467,bagi1244,,"Bagirmi Fulfulde | Fulfulde, Bagirmi"
serr,Sereer,,13.8941,-16.3916,sere1260,,Serer
srr_sin,Siin,,,,sine1238,,
srr_seg,Mbour,,,,segu1238,,
srr_dye,Jegem,,,,dyeg1238,,
srr_nio,Niominka,,,,niom1238,,
srr_fad,Fadyut-Palmerin,,,,fady1238,,
fulw,fulw,,,,,,Fula-Wolof
wolf,Wolof,,15.2534,-15.383,nucl1347,,Wolof
wol_cay,Cayor,,,,cayo1238,,
wol_ndy,wol-ndy,,,,,,
wol_dyo,wol-dyo,,,,,,
wol_bao,Baol Wolof,,,,baol1238,,
wol_leb,Saloum,,,,lebo1243,,
wol_jan,Jander,,,,jand1247,,
wof,Gambian Wolof,,13.5337,-16.1544,gamb1252,,"Wolof, Gambian"
esgu,esgu,,,,,,Eastern Senegal-Guinea | Eastern Senegal-Guinea Bissau | Eastern Sénégal-Portuguese Guinea Languages
bany,Bainouk-Gunyaamolo-Gutobor,,12.8672,-16.229,bain1261,,Banyun | Nyun
bcz,Bainouk-Gunyaamolo-Gutobor,,12.8672,-16.229,bain1261,,Bainouk-Gunyaamolo | Guñaamolo
bcz_guj,Gujaaxet,,,,guja1254,,
bcz_gun,Gunyamoolo,,,,guny1242,,
bcb,Bainouk-Samik,,12.5053,-15.9969,bain1260,,Bainouk-Samik
tend,Bedik,,12.7531,-12.4796,bedi1235,,Biafada-Pajade | Tenda | Tenda Group
tnr,Bedik,,12.7531,-12.4796,bedi1235,,Bedik | Budik | Ménik
nunn,Bainouk-Gunyaamolo-Gutobor,,12.8672,-16.229,bain1261,,Cobiana-Cassanga | Kobiana-Kasanga | Nun
mbus,mbus,,,,,,Mbulungish-Nalu | Nalu-Mbulungish-Baga Mboteni
bgm,Baga Mboteni,,12.27246,-12.07358,baga1276,,Baga Mboteni | Baga-Mboteni
mbv,Mbulungish,,10.8553,-14.7372,mbul1258,,Baga-Fore | Mbulungish
mell,mell,,,,,,Mel | Mel Languages
gola,Jaad-Badyara,,12.6425,-13.4759,bady1239,,Gola
gol_tee,gol-tee,,,,,,
gol_koa,Kongbaa,,,,kong1285,,
gol_kon,Kongba,,,,kong1286,,
gol_man,Managobla,,,,mana1289,,
gol_sen,gol-sen,,,,,,
gol_de,gol-de,,,,,,
gol_kpo,Kpo,,,,kpoo1238,,
gol_den,Deng,,,,deng1249,,
gol_tol,Toldil,,,,told1238,,
bulk,Krim,,7.24116,-11.8393,krim1238,,Bom-Kisi | Bullom | Bullom-Kissi | Bulom-Kissi-Mampa | Sherbro-Mmani
kiss,Kissi,,,,kiss1245,,Kissi
kss_war,Warn,,,,warn1243,,
kss_lua,Luangkori,,,,luan1258,,
kss_ten,Tengia,,,,teng1264,,
kqs,Northern Kissi,,8.7283,-10.4063,nort2765,,"Kissi, Northern"
kqs_kam,Kama,,,,kama1356,,
kqs_tun,kqs-tun,,,,,,
kqs_lia,Liaro,,,,liar1238,,
kqs_ten,Teng,,,,teng1263,,
bull,Krim,,7.24116,-11.8393,krim1238,,Bom-Krim | Bullom
sbul,Sherbro,,7.77585,-12.7405,sher1258,,Southern Bullom | Süd Bolum
bun_she,Shenge Sherbro,,,,shen1249,,
bun_pen,Peninsula Sherbro,,,,peni1239,,
bun_nde,Ndema Sherbro,,,,ndem1247,,
bun_sit,Sitia Sherbro,,,,siti1240,,
krm,Krim,,7.24116,-11.8393,krim1238,,Krim
nbul,Bullom So,,9.0,-13.16,bull1247,,Northern Bullom
buy_mma,Mmani,,,,mman1238,,
buy_kaf,Kafu,,,,kafu1238,,
bmf,Bom,,9.27518,-11.597,bomm1240,,Bom | Bom-Kim
temn,Baga Koga,,10.1286,-13.947,baga1273,,Temne | Temne-Baga-Landoma | Temne-Bago Koba
temb,temb,,,,,,Temne-Banta
tem_rib,Ribia,,,,ribi1242,,
tem_kon,Konike,,,,koni1257,,
tem_koy,tem-koy,,,,,,
tem_yon,Yoni,,,,yoni1238,,
tem_mal,Malal,,,,mala1470,,
tem_mas,Masingbi,,,,masi1263,,
tem_wes,Western Temne,,,,west2452,,
tem_san,tem-san,,,,,,
tem_bom,Bombali,,,,bomb1258,,
tem_ban,Banta,,,,bant1282,,
tem_kho,Kholifa,,,,khol1238,,
baga,Baga Koga,,10.1286,-13.947,baga1273,,Baga
bsp_mar,Marara,,,,mara1388,,
bsv,Baga Sobané,,9.98865,-13.9054,baga1274,,Baga Sobane | Baga Sobané | Sobane
bqf,Baga Kaloum,,9.951,-12.887,baga1271,,Baga Kaloum
bmd,Baga Manduri,,10.76747,-14.60521,baga1270,,Baga Maduri | Baga Manduri | Madure
bgo,Baga Koga,,10.1286,-13.947,baga1273,,Baga Koba | Baga Koga | Koba
bcg,Pukur,,10.5271,-14.6111,baga1275,,Baga Binari | Binari
ldm_tia,Tiapi,,,,tiap1238,,
limb,Limba,,,,limb1267,,Limba
lma,East Limba,,9.71107,-11.7496,east2387,,"Limba, East"
lma_sou,Southern Limba,,,,sout2776,,
lma_nor,Northern Limba,,,,nort2763,,
lia,West-Central Limba,,9.52392,-12.3138,west2450,,"Limba, West-Central"
lia_cen,lia-cen,,,,,,
lia_wes,lia-wes,,,,,,
suaa,Mansoanka,,12.8218,-15.9202,mans1259,,Sua
msw,Mansoanka,,12.8218,-15.9202,mans1259,,Kunante | Mansoanka | Sua
bija,Kanyaki-Kagbaaga-Kajoko Bidyogo,,11.1097,-16.1497,bidy1244,,Bijago
bjg_kag,Kagbaaga,,,,kagb1241,,
bjg_kaj,Kajoko,,,,kajo1240,,
bjg_kam,Kamona,,,,kamo1253,,
bjg_anh,Anhaqui,,,,anha1238,,
kvnt,kvnt,,,,,,West Ijo | West Ịjọ | West-Idjo
ijc_idu,Iduwini,,,,iduw1238,,
ijc_oyi,Oyiakiri,,,,oyia1238,,
ijc_kum,ijc-kum,,,,,,
ijc_ekp,Ekpetiama,,,,ekpe1250,,
ijc_kol,Koluama,,,,kolu1244,,
ijc_koo,Kolokuma-Opokuma,,,,kolo1262,,
ijc_iki,Ikibiri,,,,ikib1238,,
ijc_egb,ijc-egb,,,,,,
ijc_eas,East Olodiama,,,,east2384,,
ijc_eat,East Tarakiri,,,,east2385,,
ijc_ogb,Ogbe Ijo,,,,ogbe1244,,
ijc_ogn,Ogboin,,,,ogbo1241,,
ijc_mei,Mein,,,,mein1238,,
ijc_ogu,Ogulagha,,,,ogul1238,,
ijc_kab,Kabo,,,,kabo1240,,
ijc_wes,West Olodiama,,,,west2447,,
ijc_wet,West Tarakiri,,,,west2448,,
ijc_bum,Bumo,,,,bumo1235,,
ijc_aro,Arogbo,,,,arog1238,,
ijc_fur,Furupagha,,,,furu1238,,
ijc_apo,Apoi,,,,apoi1238,,
ijc_opa,Oporoza,,,,opor1245,,
ijc_tuo,Tuomo,,,,tuom1235,,
ijc_ope,Operemo,,,,oper1238,,
ijc_opo,Oporomo,,,,opor1246,,
ijc_bas,Basan,,,,basa1277,,
ijc_gba,Gbarain,,,,gbar1235,,
ride,East Ometo,,,,east2423,,East | East Ịjọ | Kalabari-Okirka-Brass
ijs,Southeast Ijo,,4.44235,6.32192,sout2774,,"Brass-Nembe-Akassa | Ijo, Southeast"
ijs_aka,Akassa,,,,akas1241,,
ijs_nem,Nembe,,,,nemb1238,,
iokb,iokb,,,,,,Ibani-Okrika-Kalabari
ijn,Kalabari,,4.53194,6.69539,kala1381,,Kalabari | Kalaḅarị
okr,Kirike,,4.41126,6.98938,kiri1254,,Kirike | Kịrịkẹ
lehl,Kutubu,,,,kutu1266,,West
bcvq,Inland Ijo,,,,inla1259,,Inland Ijo
orr,Oruma,,4.9377,6.38295,orum1241,,Oruma
okd,Okodia,,5.29237,6.44113,okod1238,,Akịta | Okodia
ehca,Inland Ijo,,,,inla1259,,Inland Ijo
ije,Biseni,,5.40296,6.51646,bise1238,,Biseni
eank,eank,,,,,,East Nkoroo
nkx,Nkoroo,,4.57641,7.45802,nkor1239,,Nkoroo | Nkọrọ
eijo,eijo,,,,,,Eastern Ijo
seij,Northeast Hungarian,,,,nort2669,,Northeastern
uuyg,uuyg,,,,,,Ibani-Okrika-Kalabari
iby,Ibani,,4.49119,7.23558,iban1261,,Ibani | Ịḅanị
defk,Defaka,,4.58451,7.50186,defa1248,,Defaka
nwwm,nwwm,,,,,,North-west Mande | Northwestern Western Mande
smgo,Dzùùngoo,,11.3796,-4.92036,dzuu1241,,Samogo
skbb,skbb,,,,,,Soninke-Bobo
skbs,skbs,,,,,,Soninke-Boso | Soninke-Bozo
snk_kin,Kinbakka,,,,kinb1238,,
snk_gad,Gadyaga,,,,gady1242,,
snk_aze,Azer,,,,azer1256,,
snk_xen,Xenqenna,,,,xenq1238,,
esbs,esbs,,,,,,Eastern Boso
boo,Tiemacèwè Bozo,,15.47052,-4.25688,tiem1235,,"Bozo, Tiemacèwè | Bozo, Tièma Cièwè | Tiɛma Cɛwɛ"
bzx,Hainyaxo Bozo,,13.8734,-5.65085,hain1253,,"Bozo, Hainyaxo | Hainyaxo | Keleng | Kɛlɛngaxo Bozo"
jena,jena,,,,,,Jenaama
bze_kor,Korondougou,,,,koro1305,,
bze_kot,Kotya,,,,koty1238,,
bze_deb,Débo,,,,debo1238,,
bze_pon,Pondori,,,,pond1250,,
bobo,Bobo,,,,bobo1253,,Bobo
bbo_ben,bbo-ben,,,,,,
bbo_vor,bbo-vor,,,,,,
bbo_jer,bbo-jer,,,,,,
bbo_tan,bbo-tan,,,,,,
bbo_kuk,bbo-kuk,,,,,,
bbo_kur,bbo-kur,,,,,,
bbo_sog,bbo-sog,,,,,,
bbo_san,bbo-san,,,,,,
bbo_yab,bbo-yab,,,,,,
bwq,Southern Bobo Madaré,,11.5409,-4.26497,sout2840,,"Bobo Madaré, Southern"
bwq_ben,bwq-ben,,,,,,
bwq_vor,Voré,,,,vore1241,,
bwq_zar,bwq-zar,,,,,,
bwq_sya,bwq-sya,,,,,,
bwq_sog,Sogokiré,,,,sogo1245,,
dux,Duungooma,,10.9234,-5.85872,duun1242,,Duungooma | Dzuun
sos,Seeku,,11.1285,-4.58203,seek1238,,Seeku | Seenku | Sembla
sos_nor,Northern Seeku,,,,nort2820,,
sos_sou,Southern Seeku,,,,sout2841,,
jow,Jowulu,,10.7691,-5.47873,jowu1238,,Jowulu | Jᴐ
dnn,Dzùùngoo,,11.3796,-4.92036,dzuu1241,,Dzùùngoo
dnn_dzu,dnn-dzu,,,,,,
dnn_kpa,Kpango,,,,kpan1247,,
bxw,Bankagooma,,11.7497,-5.50744,bank1258,,Bankagooma
cswm,Central Ometo,,,,cent2046,,Central | Central-Southwestern Mande | Central/South-west Mande
ccsm,ccsm,,,,,,Central Central-Southwestern Mande
mdjg,mdjg,,,,,,Manding-Jogo
mdmk,mdmk,,,,,,Manding-Mokole
mang,Manding,,,,mand1435,,Mandekan | Manding
mnds,Kokant Shan,,,,koka1237,,East Mandekan | Eastern | Manding-East
semd,semd,,,,,,Southeastern Manding
emk_kou,Koulounkalan,,,,koul1238,,
emk_man,emk-man,,,,,,
emk_was,emk-was,,,,,,
emk_boo,Bö,,,,booo1256,,
emk_ama,Amana,,,,aman1263,,
mnmr,Eastern Maninkakan,,9.33048,-10.5394,east2426,,Maninka-Mori
kga,Koyaga,,8.29177,-6.23255,koya1253,,Koyaga
kga_sia,Siaka,,,,siak1238,,
kga_sag,Sagaka,,,,saga1263,,
kga_nig,Nigbi,,,,nigb1238,,
kga_koy,kga-koy,,,,,,
jud,Worodougou,,8.23453,-6.72244,woro1256,,Worodougou | Worodugu
jud_wor,Worodougouka,,,,woro1257,,
jud_kan,Kanika,,,,kani1280,,
jud_kar,Karanjan,,,,kara1485,,
mxx_fin,Finanga,,,,fina1241,,
mxx_bar,Baralaka,,,,bara1364,,
mxx_ten,Tenenga,,,,tene1247,,
mxx_kor,Koroka,,,,koro1307,,
mxx_mah,Mahouka,,,,maho1250,,
jod,Wojenaka,,9.72582,-7.6104,woje1238,,Wojenaka
jod_sie,Sienkoka,,,,sien1239,,
jod_was,jod-was,,,,,,
jod_bod,Bodougouka,,,,bodo1274,,
jod_tou,Toudougouka,,,,toud1238,,
jod_odi,Odienneka,,,,odie1238,,
jod_naf,Nafana,,,,nafa1259,,
jod_van,Vandougouka,,,,vand1244,,
kfo,Koro (Côte d'Ivoire),,8.11966,-5.73572,koro1306,,Koro | Koro I
myq,Forest Maninka,,9.49685,-7.53151,fore1268,,"Maninka, Forest"
myq_was,myq-was,,,,,,
mzj,Manya,,8.56186,-9.44257,many1261,,Manya
msc,Sankaran Maninka,,10.0962,-10.569,sank1253,,"Maninka, Sankaran | Sankaran Maninka"
nemd,nemd,,,,,,Northeastern Manding
bmna,Bambara,,12.9,-7.65,bamb1269,,Bamana
bam_som,Somono,,,,somo1238,,
bam_gan,Ganadugu,,,,gana1273,,
bam_sik,Sikasso,,,,sika1260,,
bam_seg,Segou,,,,sego1238,,
bam_san,San,,,,sann1238,,
bam_was,bam-was,,,,,,
bam_sta,Standard Bambara,,,,stan1305,,
bam_bel,Beledugu,,,,bele1249,,
dyu_tag,Tagboussikan,,,,tagb1257,,
dyu_kon,Kong Jula,,,,kong1292,,
dyu_dio,Dioula Véhiculaire,,,,diou1238,,
mrkd,Marka,,12.7178,-3.58355,mark1256,,Marka-Dafin
rkm,Marka,,12.7178,-3.58355,mark1256,,Marka | Marka-Dafing
rkm_nou,Nouna,,,,noun1238,,
rkm_gas,Gassan,,,,gass1238,,
